Title,Abstract,Link
"""Current status and recent advances in reirradiation of glioblastoma.""","""Despite aggressive management consisting of maximal safe surgical resection followed by external beam radiation therapy (60 Gy/30 fractions) with concomitant and adjuvant temozolomide, approximately 90% of WHO grade IV gliomas (glioblastomas, GBM) will recur locally within 2 years. For patients with recurrent GBM, no standard of care exists. Thanks to the continuous improvement in radiation science and technology, reirradiation has emerged as feasible approach for patients with brain tumors. Using stereotactic radiosurgery (SRS) or stereotactic radiotherapy (SRT), either hypofractionated or conventionally fractionated schedules, several studies have suggested survival benefits following reirradiation of patients with recurrent GBM; however, there are still questions to be answered about the efficacy and toxicity associated with a second course of radiation. We provide a clinical overview on current status and recent advances in reirradiation of GBM, addressing relevant clinical questions such as the appropriate patient selection and radiation technique, optimal dose fractionation, reirradiation tolerance of the brain and the risk of radiation necrosis.""",https://pubmed.ncbi.nlm.nih.gov/33602305
"""The definition of primary and secondary glioblastoma.""","""Glioblastoma is the most frequent and malignant brain tumor. The vast majority of glioblastomas (~90%) develop rapidly de novo in elderly patients, without clinical or histologic evidence of a less malignant precursor lesion (primary glioblastomas). Secondary glioblastomas progress from low-grade diffuse astrocytoma or anaplastic astrocytoma. They manifest in younger patients, have a lesser degree of necrosis, are preferentially located in the frontal lobe, and carry a significantly better prognosis. Histologically, primary and secondary glioblastomas are largely indistinguishable, but they differ in their genetic and epigenetic profiles. Decisive genetic signposts of secondary glioblastoma are IDH1 mutations, which are absent in primary glioblastomas and which are associated with a hypermethylation phenotype. IDH1 mutations are the earliest detectable genetic alteration in precursor low-grade diffuse astrocytomas and in oligodendrogliomas, indicating that these tumors are derived from neural precursor cells that differ from those of primary glioblastomas. In this review, we summarize epidemiologic, clinical, histopathologic, genetic, and expression features of primary and secondary glioblastomas and the biologic consequences of IDH1 mutations. We conclude that this genetic alteration is a definitive diagnostic molecular marker of secondary glioblastomas and more reliable and objective than clinical criteria. Despite a similar histologic appearance, primary and secondary glioblastomas are distinct tumor entities that originate from different precursor cells and may require different therapeutic approaches.""",https://pubmed.ncbi.nlm.nih.gov/23209033
"""Single-cell RNA sequencing reveals tumor heterogeneity, microenvironment, and drug-resistance mechanisms of recurrent glioblastoma.""","""Glioblastomas are highly heterogeneous brain tumors. Despite the availability of standard treatment for glioblastoma multiforme (GBM), i.e., Stupp protocol, which involves surgical resection followed by radiotherapy and chemotherapy, glioblastoma remains refractory to treatment and recurrence is inevitable. Moreover, the biology of recurrent glioblastoma remains unclear. Increasing evidence has shown that intratumoral heterogeneity and the tumor microenvironment contribute to therapeutic resistance. However, the interaction between intracellular heterogeneity and drug resistance in recurrent GBMs remains controversial. The aim of this study was to map the transcriptome landscape of cancer cells and the tumor heterogeneity and tumor microenvironment in recurrent and drug-resistant GBMs at a single-cell resolution and further explore the mechanism of drug resistance of GBMs. We analyzed six tumor tissue samples from three patients with primary GBM and three patients with recurrent GBM in which recurrence and drug resistance developed after treatment with the standard Stupp protocol using single-cell RNA sequencing. Using unbiased clustering, nine major cell clusters were identified. Upregulation of the expression of stemness-related and cell-cycle-related genes was observed in recurrent GBM cells. Compared with the initial GBM tissues, recurrent GBM tissues showed a decreased proportion of microglia, consistent with previous reports. Finally, vascular endothelial growth factor A expression and the blood-brain barrier permeability were high, and the O6 -methylguanine DNA methyltransferase-related signaling pathway was activated in recurrent GBM. Our results delineate the single-cell map of recurrent glioblastoma, tumor heterogeneity, tumor microenvironment, and drug-resistance mechanisms, providing new insights into treatment strategies for recurrent glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/36853018
"""Glioblastoma stem cell metabolism and immunity.""","""Despite enormous efforts being invested in the development of novel therapies for brain malignancies, there remains a dire need for effective treatments, particularly for pediatric glioblastomas. Their poor prognosis has been attributed to the fact that conventional therapies target tumoral cells, but not glioblastoma stem cells (GSCs). GSCs are characterized by self-renewal, tumorigenicity, poor differentiation, and resistance to therapy. These characteristics represent the fundamental tools needed to recapitulate the tumor and result in a relapse. The mechanisms by which GSCs alter metabolic cues and escape elimination by immune cells are discussed in this article, along with potential strategies to harness effector immune cells against GSCs. As cellular immunotherapy is making significant advances in a variety of cancers, leveraging this underexplored reservoir may result in significant improvements in the treatment options for brain malignancies.""",https://pubmed.ncbi.nlm.nih.gov/38530545
"""Single-cell characterization of macrophages in glioblastoma reveals MARCO as a mesenchymal pro-tumor marker.""","""Background: Macrophages are the most common infiltrating immune cells in gliomas and play a wide variety of pro-tumor and anti-tumor roles. However, the different subpopulations of macrophages and their effects on the tumor microenvironment remain poorly understood. Methods: We combined new and previously published single-cell RNA-seq data from 98,015 single cells from a total of 66 gliomas to profile 19,331 individual macrophages. Results: Unsupervised clustering revealed a pro-tumor subpopulation of bone marrow-derived macrophages characterized by the scavenger receptor MARCO, which is almost exclusively found in IDH1-wild-type glioblastomas. Previous studies have implicated MARCO as an unfavorable marker in melanoma and non-small cell lung cancer; here, we find that bulk MARCO expression is associated with worse prognosis and mesenchymal subtype. Furthermore, MARCO expression is significantly altered over the course of treatment with anti-PD1 checkpoint inhibitors in a response-dependent manner, which we validate with immunofluorescence imaging. Conclusions: These findings illustrate a novel macrophage subpopulation that drives tumor progression in glioblastomas and suggest potential therapeutic targets to prevent their recruitment.""",https://pubmed.ncbi.nlm.nih.gov/34011400
"""Medicinal Plants for Glioblastoma Treatment.""","""Glioblastoma, an aggressive brain cancer, demonstrates the least life expectancy among all brain cancers. Because of the regulation of diverse signaling pathways in cancers, the chemotherapeutic approaches used to suppress their multiplication and spread are restricted. Sensitivity towards chemotherapeutic agents has been developed because of the pathological and drug-evading abilities of these diverse mechanisms. As a result, the identification and exploration of strategies or treatments, which can overcome such refractory obstacles to improve glioblastoma response to treatment as well as recovery, is essential. Medicinal herbs contain a wide variety of bioactive compounds, which could trigger aggressive brain cancers, regulate their anti-cancer mechanisms and immune responses to assist in cancer elimination, and cause cell death. Numerous tumor-causing proteins, which facilitate invasion as well as metastasis of cancer, tolerance of chemotherapies, and angiogenesis, are also inhibited by these phytochemicals. Such herbs remain valuable for glioblastoma prevention and its incidence by effectively being used as anti-glioma therapies. This review thus presents the latest findings on medicinal plants using which the extracts or bioactive components are being used against glioblastoma, their mechanism of functioning, pharmacological description, and recent clinical studies conducted on them.""",https://pubmed.ncbi.nlm.nih.gov/34939551
"""Understanding glioblastoma at the single-cell level: Recent advances and future challenges.""","""Glioblastoma, the most aggressive and prevalent form of primary brain tumor, is characterized by rapid growth, diffuse infiltration, and resistance to therapies. Intrinsic heterogeneity and cellular plasticity contribute to its rapid progression under therapy; therefore, there is a need to fully understand these tumors at a single-cell level. Over the past decade, single-cell transcriptomics has enabled the molecular characterization of individual cells within glioblastomas, providing previously unattainable insights into the genetic and molecular features that drive tumorigenesis, disease progression, and therapy resistance. However, despite advances in single-cell technologies, challenges such as high costs, complex data analysis and interpretation, and difficulties in translating findings into clinical practice persist. As single-cell technologies are developed further, more insights into the cellular and molecular heterogeneity of glioblastomas are expected, which will help guide the development of personalized and effective therapies, thereby improving prognosis and quality of life for patients.""",https://pubmed.ncbi.nlm.nih.gov/38814900
"""The cause of death in patients with glioblastoma is multifactorial: clinical factors and autopsy findings in 117 cases of supratentorial glioblastoma in adults.""","""To delineate the causes of death (COD) in adults with supratentorial glioblastoma multiforme (GM) we reviewed 117 consecutive cases examined at autopsy over a nineteen year period at the University of Washington. Twenty cases (17%) had expired unexpectedly without ante mortem diagnosis, 5 patients (4%) had been diagnosed as having lower grade astrocytomas prior to death. Other than the 20 patients without ante mortem diagnosis, all patients had a surgical procedure for treatment and/or diagnosis (biopsy 10%, craniotomy 90%). Postsurgical therapy varied, but there was no significant difference in median length of survival among the different treatment groups. Factors considered as potential COD were: herniation (axial, transtentorial, subfalcine, tonsillar), surgical complications (death within thirty days of surgery secondary to cerebral hemorrhage and/or edema), severe systemic illness, brainstem invasion by tumor, and neutron-induced cerebral injury (cerebral and brainstem gliosis were evident in these cases). A potential COD could be identified in 93% of patients. Patients with no ante mortem diagnosis were likely to have herniated (p = 0.01), whereas patients who underwent neutron irradiation were unlikely to have herniated (p = 0.001). No other variables were statistically significant predictors of herniation, including multifocal tumors (20 patients), and brainstem invasion by tumor (18 patients). No patients died as a result of treatment except those who underwent neutron radiotherapy and those who died postoperatively. Although significant mass effect, as evidenced by herniation, was apparent in 61% of patients, most of these patients had an additional identifiable COD. We conclude that the COD in patients with GM varies and is multifactorial.""",https://pubmed.ncbi.nlm.nih.gov/1654403
"""Glioblastoma microenvironment: The stromal interactions.""","""Glioblastomas (GBMs) are the most common primary brain tumors with poor prognosis due to their aggressive growth accompanied by invasive behavior and therapy-resistance. These features promote a high rate of recurrence; therefore, they are largely incurable. One major cause of the incurability is brought about by the intimate relationship of GBM cells with the microenvironment, which supports the tumor growth in various ways by providing a permissive neighborhood. In the tumor microenvironment are glioma stem cells (GSC); endothelial cells (EC) and hypoxic regions; immune cells and immune modulatory cues; astrocytes; neural stem/precursor cells (NPC) and mesenchymal stem cells (MSC). Each cell type contributes to GBM pathology in unique ways; therefore, it is necessary to understand such interactions between GBM cells and the stromal cells in order to establish a through understanding of the GBM pathology. By explaining the contribution of each stromal entity to GBM pathology we aim to draw an interaction map for GBMs and promote awareness of the complexity of the GBM microenvironment.""",https://pubmed.ncbi.nlm.nih.gov/35228161
"""Single-cell landscapes of primary glioblastomas and matched explants and cell lines show variable retention of inter- and intratumor heterogeneity.""","""Glioblastomas (GBMs) are aggressive brain tumors characterized by extensive inter- and intratumor heterogeneity. Patient-derived models, such as organoids and explants, have recently emerged as useful models to study such heterogeneity, although the extent to which they can recapitulate GBM genomic features remains unclear. Here, we analyze bulk exome and single-cell genome and transcriptome profiles of 12 IDH wild-type GBMs, including two recurrent tumors, and of patient-derived explants (PDEs) and gliomasphere (GS) lines derived from these tumors. We find that PDEs are genetically similar to, and variably retain gene expression characteristics of, their parent tumors. Notably, PDEs appear to exhibit similar levels of transcriptional heterogeneity compared with their parent tumors, whereas GS lines tend to be enriched for cells in a more uniform transcriptional state. The approaches and datasets introduced here will provide a valuable resource to help guide experiments using GBM-derived models, especially in the context of studying cellular heterogeneity.""",https://pubmed.ncbi.nlm.nih.gov/35303420
"""Intraventricular Glioblastomas.""","""Background and importance: Although glioblastoma is the most common primary brain tumor, primary intraventricular locations are extremely rare; only 21 cases have been reported to date. Methods: A retrospectively acquired database of all intracranial glioblastomas treated in 2 different neurosurgical departments during the last 10 years was queried. Patients with histologically proven intraventricular glioblastomas were included in the study. Results: Eight patients were identified as having a histologically confirmed intraventricular glioblastoma. Patient age at diagnosis ranged from 6 to 74 years (mean 29.6 years) and the male/female ratio was 5:3. Increased intracranial pressure due to hydrocephalus was the main cause of the clinical manifestations. The tumor was located within the lateral ventricle in 6 cases and the anterior third ventricle in 2 others. Gross total tumor excision was achieved in 3 patients, whereas the surgical resection was subtotal in 4 cases and a surgical biopsy was performed in 1 patient. Postoperative adjuvant therapies were administered in 5 patients. Median survival time was 32.1 months, and 3 patients were alive at the end of study. All of them had isocitrate dehydrogenase-mutated tumors. Conclusions: Intraventricular glioblastoma is extremely rare and can affect younger individuals including children. This malignant tumor should be included in the differential diagnosis of intraventricular lesions, especially in the lateral ventricles. Radical surgical resection can be associated with remarkable disease-free survival, especially in isocitrate dehydrogenase-mutated tumors. Because recurrence virtually is unavoidable, long-term follow-up is mandatory.""",https://pubmed.ncbi.nlm.nih.gov/26773981
"""Neoplastic Myelopathies.""","""Purpose of review: This article discusses the diagnosis and management of neoplasms that affect the spinal cord as well as spinal cord disorders that can occur due to cancer treatments. Recent findings: Neoplastic myelopathies are uncommon neurologic disorders but cause significant morbidity when they occur. Primary spinal cord tumors can be classified into intramedullary, intradural extramedullary, or extradural tumors. Diffuse gliomas and ependymal tumors are the most common intramedullary tumors. Diffuse gliomas include the World Health Organization (WHO) grade II and grade III astrocytomas, the grade II and grade III oligodendrogliomas, the grade IV glioblastomas, and newly recognized pediatric diffuse midline gliomas with H3 K27M mutation. The majority of diffuse and anaplastic astrocytomas are IDH-mutant tumors, whereas only 10% of glioblastomas are IDH-mutant. Oligodendrogliomas are typically IDH-mutant and are characterized by the molecular signature of 1p/19q codeletion. Nine distinct molecular subgroups of ependymomas have been identified based on their genetic features and location. NF2 mutations are frequently found in spinal cord ependymomas. Metastatic tumors are the most common tumors of the spine and can be extradural, leptomeningeal, or, rarely, intramedullary. Extradural metastatic spinal cord compression is a neurologic emergency and should be promptly diagnosed as pretreatment neurologic status dictates the posttreatment outcome. Summary: Neoplastic myelopathies encompass many diagnoses ranging from benign and malignant spinal tumors to paraneoplastic syndromes heralding cancers. The knowledge of the clinical features and management of neoplastic myelopathies is essential to practicing neurologists as early diagnosis and treatment can prevent devastating neurologic sequelae.""",https://pubmed.ncbi.nlm.nih.gov/29613896
"""Risk factors for glioblastoma are shared by other brain tumor types.""","""The reported risk factors for glioblastoma (GBM), i.e., ionizing radiation, Li-Fraumeni syndrome, Neurofibromatosis I, and Turcot syndrome, also increase the risk of other brain tumor types. Risk factors for human GBM are associated with different oncogenic mutation profiles. Pedigreed domestic dogs with a shorter nose and flatter face (brachycephalic dogs) display relatively high rates of glioma formation. The genetic profiles of canine gliomas are also idiosyncratic. The association of putatively different mutational patterns in humans and canines with GBM suggests that different oncogenic pathways can result in GBM formation. Strong epidemiological evidence for an association between exposure to chemical carcinogens and an increased risk for development of GBM is currently lacking. Ionizing radiation induces point mutations, frameshift mutations, double-strand breaks, and chromosomal insertions or deletions. Mutational profiles associated with chemical exposures overlap with the broad mutational patterns seen with ionizing radiation. Weak statistical associations between chemical exposures and GBM reported in epidemiology studies are biologically plausible. Molecular approaches comparing reproducible patterns seen in spontaneous GBM with analogous patterns found in GBMs resected from patients with known significant exposures to potentially carcinogenic chemicals can address difficulties presented by traditional exposure assessment.""",https://pubmed.ncbi.nlm.nih.gov/38520250
"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""","""The longitudinal transition of phenotypes is pivotal in glioblastoma treatment resistance and DNA methylation emerged as an important tool for classifying glioblastoma phenotypes. We aimed to characterize DNA methylation subclass heterogeneity during progression and assess its clinical impact. Matched tissues from 47 glioblastoma patients were subjected to DNA methylation profiling, including CpG-site alterations, tissue and serum deconvolution, mass spectrometry, and immunoassay. Effects of clinical characteristics on temporal changes and outcomes were studied. Among 47 patients, 8 (17.0%) had non-matching classifications at recurrence. In the remaining 39 cases, 28.2% showed dominant DNA methylation subclass transitions, with 72.7% being a mesenchymal subclass. In general, glioblastomas with a subclass transition showed upregulated metabolic processes. Newly diagnosed glioblastomas with mesenchymal transition displayed increased stem cell-like states and decreased immune components at diagnosis and exhibited elevated immune signatures and cytokine levels in serum. In contrast, tissue of recurrent glioblastomas with mesenchymal transition showed increased immune components but decreased stem cell-like states. Survival analyses revealed comparable outcomes for patients with and without subclass transitions. This study demonstrates a temporal heterogeneity of DNA methylation subclasses in 28.2% of glioblastomas, not impacting patient survival. Changes in cell state composition associated with subclass transition may be crucial for recurrent glioblastoma targeted therapies.""",https://pubmed.ncbi.nlm.nih.gov/38244080
"""Autophagy machinery in glioblastoma: The prospect of cell death crosstalk and drug resistance with bioinformatics analysis.""","""Brain tumors are common malignancies with high mortality and morbidity in which glioblastoma (GB) is a grade IV astrocytoma with heterogeneous nature. The conventional therapeutics for the GB mainly include surgery and chemotherapy, however their efficacy has been compromised due to the aggressiveness of tumor cells. The dysregulation of cell death mechanisms, especially autophagy has been reported as a factor causing difficulties in cancer therapy. As a mechanism contributing to cell homeostasis, the autophagy process is hijacked by tumor cells for the purpose of aggravating cancer progression and drug resistance. The autophagy function is context-dependent and its role can be lethal or protective in cancer. The aim of the current paper is to highlight the role of autophagy in the regulation of GB progression. The cytotoxic function of autophagy can promote apoptosis and ferroptosis in GB cells and vice versa. Autophagy dysregulation can cause drug resistance and radioresistance in GB. Moreover, stemness can be regulated by autophagy and overall growth as well as metastasis are affected by autophagy. The various interventions including administration of synthetic/natural products and nanoplatforms can target autophagy. Therefore, autophagy can act as a promising target in GB therapy.""",https://pubmed.ncbi.nlm.nih.gov/37977349
"""Management of Elderly Patients with Glioblastoma.""","""Purpose of review: Glioblastoma represents one of the major challenges in neurooncology and approximately half of the patients are 60 years or older. We summarize the particular situation of elderly glioblastoma patients with a focus on therapeutic considerations. Recent findings: Favorable molecular markers such as mutations in the isocitrate dehydrogenase (IDH) 1 or 2 genes are virtually absent in glioblastomas in elderly patients. Treatment options are similar to the situation in young patients and comprise surgical resection, radiation therapy, and alkylating chemotherapy. The performance status as well as comorbidities may have a stronger impact on the individual treatment decision than in young patients. The MGMT promoter methylation status allows for a stratification of treatment beyond the surgical intervention. In patients with MGMT promoter methylated tumors, monotherapy with temozolomide is superior to radiotherapy alone. Similarly, the benefit conferred by combined temozolomide-based chemoradiotherapy compared to radiotherapy alone is largely restricted to patients with MGMT promoter-methylated tumors. At recurrence, no standard treatment has been established. The prognosis for elderly patients with glioblastoma remains poor. The MGMT promoter methylation status helps guiding treatment decisions and withholding inactive, but potentially harmful treatments.""",https://pubmed.ncbi.nlm.nih.gov/28324304
