Title,Abstract,Link
"""Glioblastoma and brain connectivity: the need for a paradigm shift.""","""Despite substantial advances in cancer treatment, for patients with glioblastoma prognosis remains bleak. The emerging field of cancer neuroscience reveals intricate functional interplays between glioblastoma and the cellular architecture of the brain, encompassing neurons, glia, and vessels. New findings underscore the role of structural and functional connections within hierarchical networks, known as the connectome. These connections contribute to the location, spread, and recurrence of a glioblastoma, and a patient's overall survival, revealing a complex interplay between the tumour and the CNS. This mounting evidence prompts a paradigm shift, challenging the perception of glioblastomas as mere foreign bodies within the brain. Instead, these tumours are intricately woven into the structural and functional fabric of the brain. This radical change in thinking holds profound implications for the understanding and treatment of glioblastomas, which could unveil new prognostic factors and surgical strategies and optimise radiotherapy. Additionally, a connectivity approach suggests that non-invasive brain stimulation could disrupt pathological neuron-glioma interactions within specific networks.""",https://pubmed.ncbi.nlm.nih.gov/38876751
"""Understanding glioblastoma at the single-cell level: Recent advances and future challenges.""","""Glioblastoma, the most aggressive and prevalent form of primary brain tumor, is characterized by rapid growth, diffuse infiltration, and resistance to therapies. Intrinsic heterogeneity and cellular plasticity contribute to its rapid progression under therapy; therefore, there is a need to fully understand these tumors at a single-cell level. Over the past decade, single-cell transcriptomics has enabled the molecular characterization of individual cells within glioblastomas, providing previously unattainable insights into the genetic and molecular features that drive tumorigenesis, disease progression, and therapy resistance. However, despite advances in single-cell technologies, challenges such as high costs, complex data analysis and interpretation, and difficulties in translating findings into clinical practice persist. As single-cell technologies are developed further, more insights into the cellular and molecular heterogeneity of glioblastomas are expected, which will help guide the development of personalized and effective therapies, thereby improving prognosis and quality of life for patients.""",https://pubmed.ncbi.nlm.nih.gov/38814900
"""Identification of hypoxic macrophages in glioblastoma: Unveiling therapeutic insights from tumour microenvironment analysis.""","""Tumor-associatedmacrophages (TAMs) exhibit remarkable heterogeneity in glioblastoma. Spatially resolved single-cell transcriptomic studies identified a monocyte-derived TAM subset localized in the peri-necrotic niche, driven by hypoxic cues to acquire ahypoxia response signature. These hypoxia-TAMs destabilize endothelial adherens junctions through adrenomedullin paracrine signaling, promoting the formation of hyperpermeable neovasculature that impedes drug delivery. Blocking adrenomedullin produced by hypoxia-TAMs restores vascular integrity, increases drug deliveryinto tumors, and provides combinatorial therapeutic benefits. Here we discuss the heterogeneity of TAMs regarding functional states and locations in glioblastomas, and propose future directions for studying the temporospatial dynamics of multifaceted TAM. HIGHLIGHTS: Single-cell omics reveal a functionally and spatially distinct hypoxia-TAM subset in glioblastoma. Adrenomedullin secreted by hypoxia-TAM destabilizes tumor vasculature and its blockade enhances vessel integrity and drug delivery.""",https://pubmed.ncbi.nlm.nih.gov/39297872
"""[Glioblastoma in 2017].""","""Glioblastomas are serious tumours of the central nervous system. Recurrence is systematic and prognosis poor. Radiotherapy and chemotherapy follow surgery, when surgery is possible, to lengthen survival, while preserving quality of life as much as possible. In this respect, symptomatic treatments and supportive care are necessary.""",https://pubmed.ncbi.nlm.nih.gov/28160825
"""Single-cell characterization of macrophages in glioblastoma reveals MARCO as a mesenchymal pro-tumor marker.""","""Background: Macrophages are the most common infiltrating immune cells in gliomas and play a wide variety of pro-tumor and anti-tumor roles. However, the different subpopulations of macrophages and their effects on the tumor microenvironment remain poorly understood. Methods: We combined new and previously published single-cell RNA-seq data from 98,015 single cells from a total of 66 gliomas to profile 19,331 individual macrophages. Results: Unsupervised clustering revealed a pro-tumor subpopulation of bone marrow-derived macrophages characterized by the scavenger receptor MARCO, which is almost exclusively found in IDH1-wild-type glioblastomas. Previous studies have implicated MARCO as an unfavorable marker in melanoma and non-small cell lung cancer; here, we find that bulk MARCO expression is associated with worse prognosis and mesenchymal subtype. Furthermore, MARCO expression is significantly altered over the course of treatment with anti-PD1 checkpoint inhibitors in a response-dependent manner, which we validate with immunofluorescence imaging. Conclusions: These findings illustrate a novel macrophage subpopulation that drives tumor progression in glioblastomas and suggest potential therapeutic targets to prevent their recruitment.""",https://pubmed.ncbi.nlm.nih.gov/34011400
"""Perioperative Management of Patients with Glioblastoma.""","""The clinical presentation of glioblastomas is varied, and definitive diagnosis requires pathologic examination and study of the tissue. Management of glioblastomas includes surgery and adjuvant chemotherapy and radiotherapy, with surgery playing an important role in the prognosis of these patients. Awake craniotomy plays a crucial role in tumors in or adjacent to eloquent areas, allowing surgeons to maximize resection, while minimizing iatrogenic deficits. However, the prognosis remains dismal. This article presents the perioperative management of patients with glioblastoma including tools and surgical adjuncts to maximize extent of resection and minimize poor outcomes.""",https://pubmed.ncbi.nlm.nih.gov/33223018
"""Exosomes: Their role in the diagnosis, progression, metastasis, and treatment of glioblastoma.""","""Exosomes are crucial for the growth and spread of glioblastomas, an aggressive form of brain cancer. These tiny vesicles play a crucial role in the activation of signaling pathways and intercellular communication. They can also transfer a variety of biomolecules such as proteins, lipids and nucleic acids from donor to recipient cells. Exosomes can influence the immune response by regulating the activity of immune cells, and they are crucial for the growth and metastasis of glioblastoma cells. In addition, exosomes contribute to drug resistance during treatment, which is a major obstacle in the treatment of glioblastoma. By studying them, the diagnosis and prognosis of glioblastoma can be improved. Due to their high biocompatibility and lack of toxicity, they have become an attractive option for drug delivery. The development of exosomes as carriers of specific therapeutic agents could overcome some of the obstacles to effective treatment of glioblastoma. In this review, we address the potential of exosomes for the treatment of glioblastoma and show how they can be modified for this purpose.""",https://pubmed.ncbi.nlm.nih.gov/38806071
"""Glioblastoma stem cells.""","""Glioblastomas are highly malignant primary brain tumors with one of the worst survival rates among all human cancers. With a more profound understanding of the cellular and molecular mechanisms of tumor initiation and acquired resistance to conventional radio- and chemotherapy, novel therapeutic targets might be discovered to optimize therapeutic approaches. In this regard, the identification of a small cellular subpopulation, called glioblastoma stem cell or stem-like cells or glioma-initiating cells or brain tumor propagating cells, has gained attention. In this article, we briefly summarize the current state of knowledge about this tumor cell population and discuss future directions for basic and clinical research.""",https://pubmed.ncbi.nlm.nih.gov/21253762
"""Therapeutics and Research Related to Glioblastoma: Advancements and Future Targets.""","""Glioblastoma, the most common primary brain tumor, has been recognized as one of the most lethal and fatal human tumors. It has a dismal prognosis, and survival after diagnosis is less than 15 months. Surgery and radiotherapy are the only available treatment options at present. However, numerous approaches have been made to upgrade in vivo and in vitro models with the primary goal of assessing abnormal molecular pathways that would be suitable targets for novel therapeutic approaches. Novel drugs, delivery systems, and immunotherapy strategies to establish new multimodal therapies that target the molecular pathways involved in tumor initiation and progression in glioblastoma are being studied. The goal of this review was to describe the pathophysiology, neurodegeneration mechanisms, signaling pathways, and future therapeutic targets associated with glioblastomas. The key features have been detailed to provide an up-to-date summary of the advancement required in current diagnosis and therapeutics for glioblastoma. The role of nanoparticulate system graphene quantum dots as suitable therapy for glioblastoma has also been discussed.""",https://pubmed.ncbi.nlm.nih.gov/32268863
"""Risk factors for glioblastoma are shared by other brain tumor types.""","""The reported risk factors for glioblastoma (GBM), i.e., ionizing radiation, Li-Fraumeni syndrome, Neurofibromatosis I, and Turcot syndrome, also increase the risk of other brain tumor types. Risk factors for human GBM are associated with different oncogenic mutation profiles. Pedigreed domestic dogs with a shorter nose and flatter face (brachycephalic dogs) display relatively high rates of glioma formation. The genetic profiles of canine gliomas are also idiosyncratic. The association of putatively different mutational patterns in humans and canines with GBM suggests that different oncogenic pathways can result in GBM formation. Strong epidemiological evidence for an association between exposure to chemical carcinogens and an increased risk for development of GBM is currently lacking. Ionizing radiation induces point mutations, frameshift mutations, double-strand breaks, and chromosomal insertions or deletions. Mutational profiles associated with chemical exposures overlap with the broad mutational patterns seen with ionizing radiation. Weak statistical associations between chemical exposures and GBM reported in epidemiology studies are biologically plausible. Molecular approaches comparing reproducible patterns seen in spontaneous GBM with analogous patterns found in GBMs resected from patients with known significant exposures to potentially carcinogenic chemicals can address difficulties presented by traditional exposure assessment.""",https://pubmed.ncbi.nlm.nih.gov/38520250
"""Management of Elderly Patients with Glioblastoma.""","""Purpose of review: Glioblastoma represents one of the major challenges in neurooncology and approximately half of the patients are 60 years or older. We summarize the particular situation of elderly glioblastoma patients with a focus on therapeutic considerations. Recent findings: Favorable molecular markers such as mutations in the isocitrate dehydrogenase (IDH) 1 or 2 genes are virtually absent in glioblastomas in elderly patients. Treatment options are similar to the situation in young patients and comprise surgical resection, radiation therapy, and alkylating chemotherapy. The performance status as well as comorbidities may have a stronger impact on the individual treatment decision than in young patients. The MGMT promoter methylation status allows for a stratification of treatment beyond the surgical intervention. In patients with MGMT promoter methylated tumors, monotherapy with temozolomide is superior to radiotherapy alone. Similarly, the benefit conferred by combined temozolomide-based chemoradiotherapy compared to radiotherapy alone is largely restricted to patients with MGMT promoter-methylated tumors. At recurrence, no standard treatment has been established. The prognosis for elderly patients with glioblastoma remains poor. The MGMT promoter methylation status helps guiding treatment decisions and withholding inactive, but potentially harmful treatments.""",https://pubmed.ncbi.nlm.nih.gov/28324304
"""Understanding the Role of Endothelial Cells in Glioblastoma: Mechanisms and Novel Treatments.""","""Glioblastoma is a highly aggressive neoplasm and the most common primary malignant brain tumor. Endothelial tissue plays a critical role in glioblastoma growth and progression, facilitating angiogenesis, cellular communication, and tumorigenesis. In this review, we present an up-to-date and comprehensive summary of the role of endothelial cells in glioblastomas, along with an overview of recent developments in glioblastoma therapies and tumor endothelial marker identification.""",https://pubmed.ncbi.nlm.nih.gov/38892305
"""Role of surgery in multifocal glioblastoma.""","""The management of multifocal glioblastomas is a point of constant discussion amongst neuro-oncologists. Best outcomes in glioblastoma management come from gross total resection (GTR) followed by concomitant radiation and chemotherapy (CCRT). Multifocal disease is resistant to GTR. Conventional management of these lesion is usually biopsy only followed by CCRT. Recent evidence has shown that there may be some benefit to attempting GTR of the largest lesion whenever safe to do so.""",https://pubmed.ncbi.nlm.nih.gov/35320251
"""Optimizing glioblastoma resection: intraoperative mapping and beyond.""","""The management of glioblastomas starts with surgical resection if possible, along with subsequent chemotherapy and radiation therapy. Several retrospective studies have suggested that extent of resection plays a role in the prognosis of glioblastoma patients. The importance of extent of resection must be balanced with preserving patient's functional status for tumors in eloquent areas. Here we review the preoperative imaging modalities such as functional MRI and magnetoencephalography (MEG), and the intraoperative techniques such as motor and language mapping, intraoperative MRI, and intraoperative techniques such as 5-aminolevulinic acid administration, that allow maximal safe operative resection of glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/25363008
"""Blood-brain barrier, cytotoxic chemotherapies and glioblastoma.""","""Glioblastomas (GBM) are the most common and aggressive primary malignant brain tumors in adults. The blood brain barrier (BBB) is a major limitation reducing efficacy of anti-cancer drugs in the treatment of GBM patients. Areas covered: Virtually all GBM recur after the first-line treatment, at least partly, due to invasive tumor cells protected from chemotherapeutic agents by the intact BBB in the brain adjacent to tumor. The passage through the BBB, taken by antitumor drugs, is poorly and heterogeneously documented in the literature. In this review, we have focused our attention on: (i) the BBB, (ii) the passage of chemotherapeutic agents across the BBB and (iii) the strategies investigated to overcome this barrier. Expert commentary: A better preclinical knowledge of the crossing of the BBB by antitumor drugs will allow optimizing their clinical development, alone or combined with BBB bypassing strategies, towards an increased success rate of clinical trials.""",https://pubmed.ncbi.nlm.nih.gov/27310463
"""Leveraging extrachromosomal DNA to fine-tune trials of targeted therapy for glioblastoma: opportunities and challenges.""","""Glioblastoma evolution is facilitated by intratumour heterogeneity, which poses a major hurdle to effective treatment. Evidence indicates a key role for oncogene amplification on extrachromosomal DNA (ecDNA) in accelerating tumour evolution and thus resistance to treatment, particularly in glioblastomas. Oncogenes contained within ecDNA can reach high copy numbers and expression levels, and their unequal segregation can result in more rapid copy number changes in response to therapy than is possible through natural selection of intrachromosomal genomic loci. Notably, targeted therapies inhibiting oncogenic pathways have failed to improve glioblastoma outcomes. In this Perspective, we outline reasons for this disappointing lack of clinical translation and present the emerging evidence implicating ecDNA as an important driver of tumour evolution. Furthermore, we suggest that through detection of ecDNA, patient selection for clinical trials of novel agents can be optimized to include those most likely to benefit based on current understanding of resistance mechanisms. We discuss the challenges to successful translation of this approach, including accurate detection of ecDNA in tumour tissue with novel technologies, development of faithful preclinical models for predicting the efficacy of novel agents in the presence of ecDNA oncogenes, and understanding the mechanisms of ecDNA formation during cancer evolution and how they could be attenuated therapeutically. Finally, we evaluate the feasibility of routine ecDNA characterization in the clinic and how this process could be integrated with other methods of molecular stratification to maximize the potential for clinical translation of precision medicines.""",https://pubmed.ncbi.nlm.nih.gov/36131011
"""Palliative Radiotherapy of Primary Glioblastoma.""","""Background/aim: Care is often palliative when patients are not fit and complete resection of glioblastomas cannot be achieved. This study aimed to identify predictors of survival after palliative radiotherapy. Patients and methods: Thirty-one patients irradiated after biopsy or incomplete resection of primary glioblastoma were retrospectively analyzed. Median total dose, dose per fraction and equivalent dose in 2 Gy fractions (EQD2) were 45.0 Gy, 3.0 Gy and 46.0 Gy, respectively. Median number of fractions was 15, median treatment time 3 weeks. Ten patients received temozolomide. Six factors were evaluated for survival including location of glioblastoma, Karnofsky performance score (KPS), gender, age, EQD2 and temozolomide. Results: KPS ≥60 showed a trend for improved survival (p=0.141). For other factors including EQD2, no significant association with survival was found. Conclusion: Patients with a KPS ≤50 have a poor survival prognosis and appear good candidates for short-course radiotherapy. Selected patients with better KPS may be considered for more aggressive treatments.""",https://pubmed.ncbi.nlm.nih.gov/33402500
"""Glioblastoma metastases: a literature review and a description of six clinical observations.""","""Introduction: since the 1990s, the literature has described cases of glioblastoma metastases with the development of foci located at a distance from the primary tumor. However, the pathogenesis of this process remains unclear until the end. This focus is believed to result, on the one hand, from tumor metastasis from the primary site and, on the other hand, from multifocal growth. This article presents a literature review and a description of clinical observations of patients with glioblastoma metastases. Material and methods: The study included 6 patients (1 female and 5 males) with brain glioblastomas who received treatment at the Burdenko Neurosurgical Institute (5 patients) and the Department of Neurosurgery of the Research Center of Neurology (1 patient) in the period from 2010 to 2014. Neurophysiological control was used if the tumor was localized near the eloquent cortical areas and pathways; 4 of 6 patients were operated on using the methods of intraoperative fluorescence diagnosis (5-ALA agent--Alasens). Results: Four patients had metastases within one hemisphere, two had metastases in the contralateral hemisphere in the period of 5 to 18 months after the first operation. The primary tumor site was located near the ventricular system in two patients. In one patient, the lateral ventricle was opened during the first operation. In another patient, the prepontine cistern was opened during the first operation. In two patients, the primary tumor site was located at a distance from the lateral ventricles, however, the tumor was located near them during recurrence. Based on metabolic navigation, fluorescence of the tumor was observed in the four patients during both the first and repeated operations. Conclusions: The close relationship between primary glioblastomas and metastases and the cerebrospinal fluid circulation pathways may confirm the fact of dissemination of tumor cells with cerebrospinal fluid flow. In our opinion, there should be an increased suspicion of the possibility for metastases of glioblastomas that are closely associated with the cerebrospinal fluid circulation pathways. Metabolic navigation with 5-ALA is effective both during primary surgery in patients with glioblastomas and during resection of glioblastoma metastases.""",https://pubmed.ncbi.nlm.nih.gov/26146042
"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""","""The longitudinal transition of phenotypes is pivotal in glioblastoma treatment resistance and DNA methylation emerged as an important tool for classifying glioblastoma phenotypes. We aimed to characterize DNA methylation subclass heterogeneity during progression and assess its clinical impact. Matched tissues from 47 glioblastoma patients were subjected to DNA methylation profiling, including CpG-site alterations, tissue and serum deconvolution, mass spectrometry, and immunoassay. Effects of clinical characteristics on temporal changes and outcomes were studied. Among 47 patients, 8 (17.0%) had non-matching classifications at recurrence. In the remaining 39 cases, 28.2% showed dominant DNA methylation subclass transitions, with 72.7% being a mesenchymal subclass. In general, glioblastomas with a subclass transition showed upregulated metabolic processes. Newly diagnosed glioblastomas with mesenchymal transition displayed increased stem cell-like states and decreased immune components at diagnosis and exhibited elevated immune signatures and cytokine levels in serum. In contrast, tissue of recurrent glioblastomas with mesenchymal transition showed increased immune components but decreased stem cell-like states. Survival analyses revealed comparable outcomes for patients with and without subclass transitions. This study demonstrates a temporal heterogeneity of DNA methylation subclasses in 28.2% of glioblastomas, not impacting patient survival. Changes in cell state composition associated with subclass transition may be crucial for recurrent glioblastoma targeted therapies.""",https://pubmed.ncbi.nlm.nih.gov/38244080
"""Therapeutic strategies targeting glioblastoma stem cells.""","""Glioblastoma is the most common, aggressive and lethal brain tumor in adults. However, current therapeutic protocols have low success rates and average overall survival is less than 15 months. The resistance to therapy is largely a result of the remarkable cellular and phenotypical heterogeneity that characterizes this type of tumor. The discovery of a subpopulation of cells exhibiting stem cell properties within the tumor bulk has profound implications for therapy as increasing evidence indicates that these cells, glioblastoma stem cells (GSCs), are responsible for the origin, maintenance and recurrence of the glioblastomas. These findings highlight the need to characterize GSCs in order to find novel treatments directly targeted specifically against them. In this review, we summarize the current knowledge regarding this issue, including some recent and relevant patents.""",https://pubmed.ncbi.nlm.nih.gov/23607282
