Title,Abstract,Link
"""A state-of-the-art liposome technology for glioblastoma treatment.""","""Glioblastoma (GBM) is a challenging problem due to the poor BBB permeability of cancer drugs, its recurrence after the treatment, and high malignancy and is difficult to treat with the currently available therapeutic strategies. Furthermore, the prognosis and survival rate of GBM are still poor after surgical removal via conventional combination therapy. Owing to the existence of the formidable blood-brain barrier (BBB) and the aggressive, infiltrating nature of GBM growth, the diagnosis and treatment of GBM are quite challenging. Recently, liposomes and their derivatives have emerged as super cargos for the delivery of both hydrophobic and hydrophilic drugs for the treatment of glioblastoma because of their advantages, such as biocompatibility, long circulation, and ease of physical and chemical modification, which facilitate the capability of targeting specific sites, circumvention of BBB transport restrictions, and amplification of the therapeutic efficacy. Herein, we provide a timely update on the burgeoning liposome-based drug delivery systems and potential challenges in these fields for the diagnosis and treatment of brain tumors. Furthermore, we focus on the most recent liposome-based drug delivery cargos, including pH-sensitive, temperature-sensitive, and biomimetic liposomes, to enhance the multimodality in imaging and therapeutics of glioblastoma. Furthermore, we highlight the future difficulties and directions for the research and clinical translation of liposome-based drug delivery. Hopefully, this review will trigger the interest of researchers to expedite the development of liposome cargos and even their clinical translation for improving the prognosis of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/37937394
"""Glioblastoma and other malignant gliomas: a clinical review.""","""Importance: Glioblastomas and malignant gliomas are the most common primary malignant brain tumors, with an annual incidence of 5.26 per 100,000 population or 17,000 new diagnoses per year. These tumors are typically associated with a dismal prognosis and poor quality of life. Objective: To review the clinical management of malignant gliomas, including genetic and environmental risk factors such as cell phones, diagnostic pitfalls, symptom management, specific antitumor therapy, and common complications. Evidence review: Search of PubMed references from January 2000 to May 2013 using the terms glioblastoma, glioma, malignant glioma, anaplastic astrocytoma, anaplastic oligodendroglioma, anaplastic oligoastrocytoma, and brain neoplasm. Articles were also identified through searches of the authors' own files. Evidence was graded using the American Heart Association classification system. Findings: Only radiation exposure and certain genetic syndromes are well-defined risk factors for malignant glioma. The treatment of newly diagnosed glioblastoma is based on radiotherapy combined with temozolomide. This approach doubles the 2-year survival rate to 27%, but overall prognosis remains poor. Bevacizumab is an emerging treatment alternative that deserves further study. Grade III tumors have been less well studied, and clinical trials to establish standards of care are ongoing. Patients with malignant gliomas experience frequent clinical complications, including thromboembolic events, seizures, fluctuations in neurologic symptoms, and adverse effects from corticosteroids and chemotherapies that require proper management and prophylaxis. Conclusions and relevance: Glioblastoma remains a difficult cancer to treat, although therapeutic options have been improving. Optimal management requires a multidisciplinary approach and knowledge of potential complications from both the disease and its treatment.""",https://pubmed.ncbi.nlm.nih.gov/24193082
"""Investigational treatment strategies in glioblastoma: progress made and barriers to success.""","""Introduction: Glioblastoma, isocitrate dehydrogenase wildtype (IDHwt), remains an incurable disease despite considerable research effort. The current standard of care since 2005 comprises maximal safe resection followed by radiation with concurrent and adjuvant temozolomide; more recently, the addition of tumor treating fields was approved in the newly diagnosed and recurrent disease settings. Areas covered: Searches of PubMed, Cochrane Library, and ClinicalTrials.gov provided a foundation for this review. We first describe early research including carmustine wafers, brachytherapy, anti-angiogenesis, and immune checkpoint inhibition for glioblastoma. Next, we discuss challenges precluding the translation of preclinical successes. This is followed by a description of promising treatments such as chimeric antigen receptor T-cell therapy as well as the recent qualified successes of cancer vaccinations. Non-immunotherapy trials are also highlighted, and ongoing or pending phase 2 and 3 clinical trials are codified in study tables. Expert opinion: Unfortunately, hundreds of trials, including of agents effective in systemic malignancy, have not drastically changed management of glioblastoma. This may reflect unique resistance mechanisms and highlights a need for multimodality treatments beyond surgery, radiation, and conventional chemotherapy. Novel techniques, such as those in the emerging field of cancer neuroscience, may help uncover tolerable and effective regimens for this lethal malignancy.""",https://pubmed.ncbi.nlm.nih.gov/37796104
"""Recent Developments in Glioblastoma Therapy: Oncolytic Viruses and Emerging Future Strategies.""","""Glioblastoma is the most aggressive form of malignant brain tumor. Standard treatment protocols and traditional immunotherapy are poorly effective as they do not significantly increase the long-term survival of glioblastoma patients. Oncolytic viruses (OVs) may be an effective alternative approach. Combining OVs with some modern treatment options may also provide significant benefits for glioblastoma patients. Here we review virotherapy for glioblastomas and describe several OVs and their combination with other therapies. The personalized use of OVs and their combination with other treatment options would become a significant area of research aiming to develop the most effective treatment regimens for glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/36851761
"""Exosomes: Their role in the diagnosis, progression, metastasis, and treatment of glioblastoma.""","""Exosomes are crucial for the growth and spread of glioblastomas, an aggressive form of brain cancer. These tiny vesicles play a crucial role in the activation of signaling pathways and intercellular communication. They can also transfer a variety of biomolecules such as proteins, lipids and nucleic acids from donor to recipient cells. Exosomes can influence the immune response by regulating the activity of immune cells, and they are crucial for the growth and metastasis of glioblastoma cells. In addition, exosomes contribute to drug resistance during treatment, which is a major obstacle in the treatment of glioblastoma. By studying them, the diagnosis and prognosis of glioblastoma can be improved. Due to their high biocompatibility and lack of toxicity, they have become an attractive option for drug delivery. The development of exosomes as carriers of specific therapeutic agents could overcome some of the obstacles to effective treatment of glioblastoma. In this review, we address the potential of exosomes for the treatment of glioblastoma and show how they can be modified for this purpose.""",https://pubmed.ncbi.nlm.nih.gov/38806071
"""Treatment of Glioblastoma in Older Adults.""","""Glioblastoma is the most common primary malignant brain tumor diagnosed in the USA and is associated with a poor prognosis. The outcomes in elderly patients (more than 65 years of age) are worse when compared to those younger than age 65 at the time of diagnosis. Older patients are not always offered treatments that would otherwise be considered standard of care due to comorbidities and concerns about toxicity and tolerability. The initial European Organization for Research and Treatment of Cancer study that led to approval of temozolomide in glioblastoma excluded patients more than 70 years of age. This review outlines challenges that arise in the treatment of glioblastoma in the elderly population and discusses results of recent studies that established the role of adjuvant chemotherapy in addition to radiation and surgery. There is evidence that these patients can benefit from a more aggressive and safe resection, from hypofractionated radiation treatments, and from adjuvant temozolomide.""",https://pubmed.ncbi.nlm.nih.gov/29075865
"""Current Immunotherapies for Glioblastoma Multiforme.""","""Glioblastoma multiforme (GBM) is the most common and aggressive malignant tumor found in the central nervous system. Currently, standard treatments in the clinic include maximal safe surgical resection, radiation, and chemotherapy and are mostly limited by low therapeutic efficiency correlated with poor prognosis. Immunotherapy, which predominantly focuses on peptide vaccines, dendritic cell vaccines, chimeric antigen receptor T cells, checkpoint inhibitor therapy, and oncolytic virotherapy, have achieved some promising results in both preclinical and clinical trials. The future of immune therapy for GBM requires an integrated effort with rational combinations of vaccine therapy, cell therapy, and radio- and chemotherapy as well as molecule therapy targeting the tumor microenvironment.""",https://pubmed.ncbi.nlm.nih.gov/33767690
"""A comprehensive profile of recurrent glioblastoma.""","""In spite of relentless efforts to devise new treatment strategies, primary glioblastomas invariably recur as aggressive, therapy-resistant relapses and patients rapidly succumb to these tumors. Many therapeutic agents are first tested in clinical trials involving recurrent glioblastomas. Remarkably, however, fundamental knowledge on the biology of recurrent glioblastoma is just slowly emerging. Here, we review current knowledge on recurrent glioblastoma and ask whether and how therapies change intra-tumor heterogeneity, molecular traits and growth pattern of glioblastoma, and to which extent this information can be exploited for therapeutic decision-making. We conclude that the ability to characterize and predict therapy-induced changes in recurrent glioblastoma will determine, whether, one day, glioblastoma can be contained in a state of chronic disease.""",https://pubmed.ncbi.nlm.nih.gov/27041580
"""Glioblastoma stem cells: lessons from the tumor hierarchy in a lethal cancer.""","""Glioblastoma ranks among the most lethal of all human cancers. Glioblastomas display striking cellular heterogeneity, with stem-like glioblastoma stem cells (GSCs) at the apex. Although the original identification of GSCs dates back more than a decade, the purification and characterization of GSCs remains challenging. Despite these challenges, the evidence that GSCs play important roles in tumor growth and response to therapy has grown. Like normal stem cells, GSCs are functionally defined and distinguished from their differentiated tumor progeny at core transcriptional, epigenetic, and metabolic regulatory levels, suggesting that no single therapeutic modality will be universally effective against a heterogenous GSC population. Glioblastomas induce a systemic immunosuppression with mixed responses to oncoimmunologic modalities, suggesting the potential for augmentation of response with a deeper consideration of GSCs. Unfortunately, the GSC literature has been complicated by frequent use of inferior cell lines and a lack of proper functional analyses. Collectively, glioblastoma offers a reliable cancer to study cancer stem cells to better model the human disease and inform improved biologic understanding and design of novel therapeutics.""",https://pubmed.ncbi.nlm.nih.gov/31160393
"""Novel Immunotherapeutics for Treatment of Glioblastoma: The Last Decade of Research.""","""Despite surgical resection and adjuvant chemoradiation, survival for glioblastoma remains poor. Because of the dismal prognosis, attention has shifted to alternative adjuvant treatment modalities. Although traditionally limited to systemic malignancies (melanoma, lung and colon cancer), the field of immunotherapy has recently identified glioblastoma as a potential target for new treatments. Anti-tumor vaccines (dendritic cell/heat shock), checkpoint inhibitors, chimeric T-cell receptors, and virotherapy all have been preliminarily trialed in glioblastoma patients with reasonable success and safety. Although there are certainly limitations due to autoimmune reactions and immune escape, immunotherapeutics hold much promise in the future treatment paradigms for malignant glioma.""",https://pubmed.ncbi.nlm.nih.gov/30632816
"""Immunotherapy for the treatment of glioblastoma.""","""Glioblastoma, the most aggressive primary brain tumor, thrives in a microenvironment of relative immunosuppression within the relatively immune-privileged central nervous system. Despite treatments with surgery, radiation therapy, and chemotherapy, prognosis remains poor. The recent success of immunotherapy in the treatment of other cancers has renewed interest in vaccine therapy for the treatment of gliomas. In this article, we outline various immunotherapeutic strategies, review recent clinical trials data, and discuss the future of vaccine therapy for glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/22290259
"""Current status and recent advances in reirradiation of glioblastoma.""","""Despite aggressive management consisting of maximal safe surgical resection followed by external beam radiation therapy (60 Gy/30 fractions) with concomitant and adjuvant temozolomide, approximately 90% of WHO grade IV gliomas (glioblastomas, GBM) will recur locally within 2 years. For patients with recurrent GBM, no standard of care exists. Thanks to the continuous improvement in radiation science and technology, reirradiation has emerged as feasible approach for patients with brain tumors. Using stereotactic radiosurgery (SRS) or stereotactic radiotherapy (SRT), either hypofractionated or conventionally fractionated schedules, several studies have suggested survival benefits following reirradiation of patients with recurrent GBM; however, there are still questions to be answered about the efficacy and toxicity associated with a second course of radiation. We provide a clinical overview on current status and recent advances in reirradiation of GBM, addressing relevant clinical questions such as the appropriate patient selection and radiation technique, optimal dose fractionation, reirradiation tolerance of the brain and the risk of radiation necrosis.""",https://pubmed.ncbi.nlm.nih.gov/33602305
"""ESTRO-EANO guideline on target delineation and radiotherapy details for glioblastoma.""","""Background and purpose: Target delineation in glioblastoma is still a matter of extensive research and debate. This guideline aims to update the existing joint European consensus on delineation of the clinical target volume (CTV) in adult glioblastoma patients. Material and methods: The ESTRO Guidelines Committee identified 14 European experts in close interaction with the ESTRO clinical committee and EANO who discussed and analysed the body of evidence concerning contemporary glioblastoma target delineation, then took part in a two-step modified Delphi process to address open questions. Results: Several key issues were identified and are discussed including i) pre-treatment steps and immobilisation, ii) target delineation and the use of standard and novel imaging techniques, and iii) technical aspects of treatment including planning techniques and fractionation. Based on the EORTC recommendation focusing on the resection cavity and residual enhancing regions on T1-sequences with the addition of a reduced 15 mm margin, special situations are presented with corresponding potential adaptations depending on the specific clinical situation. Conclusions: The EORTC consensus recommends a single clinical target volume definition based on postoperative contrast-enhanced T1 abnormalities, using isotropic margins without the need to cone down. A PTV margin based on the individual mask system and IGRT procedures available is advised; this should usually be no greater than 3 mm when using IGRT.""",https://pubmed.ncbi.nlm.nih.gov/37059335
"""Treatment advances for glioblastoma.""","""No abstract available""",https://pubmed.ncbi.nlm.nih.gov/21955188
"""Can we rely on synthetic pharmacotherapy for the treatment of glioblastoma?""","""Introduction: Despite decades of clinical trials utilizing conventional and novel therapeutics, the effective treatment of glioblastoma remains one of the most formidable challenges in oncology. Current standard of care includes surgery and chemoradiation. Synthetic pharmacotherapies continue to be explored as potential therapeutic options for glioblastoma patients.Areas covered: This study reviews synthetic pharmacotherapies that are currently under investigation in phase I-III clinical trials. The authors of this study highlight the mechanisms of action of the synthetic pharmacotherapy agents under investigation, outline the available evidence for their utility based on the literature, and summarize the current landscape.Expert opinion: Although warranting further investigation, the studies generally highlighted here have not shown remarkable changes in clinical benefits beyond what has already been established with radiochemotherapy. As we develop more synthetics, we will likely need to combine them with other synthetics to target multiple separate molecular pathways. There is considerable potential when this treatment strategy is guided by molecular profiling approaches which seek to stratify patients based on treatments that would be most efficacious for them.""",https://pubmed.ncbi.nlm.nih.gov/34219576
"""Relapsed Glioblastoma: Treatment Strategies for Initial and Subsequent Recurrences.""","""At the time of glioblastoma (GBM) recurrence, a sharp analysis of prognostic factors, disease characteristics, response to adjuvant treatment, and clinical conditions should be performed. A prognostic assessment could allow a careful selection between patients that could be proposed to intensified approaches or palliative setting. Participation in clinical trials aims to improve outcome, and should be encouraged due to dismal prognosis of GBM patients after recurrence. Reoperation should be proposed if the tumor is amenable to a complete resection and if prognostic factors suggest that patient could benefit from a second surgery. Second-line chemotherapy should be chosen based on MGMT status, time to disease recurrence, and toxicity profile. If enrollment into a clinical trial is not possible, a nitrosourea-based regimen is the preferred choice, carefully evaluating any previous temozolomide (TMZ)-related toxicity. In MGMT-methylated patients relapsing after TMZ completion, a rechallenge could be proposed. After second progression, the clinical advantage of subsequent lines of chemotherapy still needs to be clarified. However, based on performance status, patients' preference, and disease behavior, a third-line treatment could be considered. Available treatments include nitrosoureas, bevacizumab, or carboplatin plus etoposide. However, more effective therapeutic options are needed.""",https://pubmed.ncbi.nlm.nih.gov/27461038
"""Challenges in the Treatment of Glioblastoma: Multisystem Mechanisms of Therapeutic Resistance.""","""Glioblastoma is one of the most lethal human cancers, with poor survival despite surgery, radiation treatment, and chemotherapy. Advances in the treatment of this type of brain tumor are limited because of several resistance mechanisms. Such mechanisms involve limited drug entry into the central nervous system compartment by the blood-brain barrier and by actions of the normal brain to counteract tumor-targeting medications. In addition, the vast heterogeneity in glioblastoma contributes to significant therapeutic resistance by preventing adequate control of the entire tumor mass by a single drug and by facilitating escape mechanisms from targeted agents. The stem cell-like characteristics of glioblastoma promote resistance to chemotherapy, radiation, and immunotherapy through upregulation of efflux transporters, promotion of glioblastoma stem cell proliferation in neurogenic zones, and immune suppression, respectively. Metabolic cascades in glioblastoma prevent effective treatments through the optimization of glucose use, the use of alternative nutrient precursors for energy production, and the induction of hypoxia to enhance tumor growth. In the era of precision medicine, an assortment of molecular techniques is being developed to target an individual's unique tumor, with the hope that this personalized strategy will bypass therapeutic resistance. Although each resistance mechanism presents an array of challenges to effective treatment of glioblastoma, as the field recognizes and addresses these difficulties, future treatments may have more efficacy and promise for patients with glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/30049045
