Source,Text,Link,Verb,Original_Form,Context
Abstract,"""Molecular targeted therapy of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/31541850,exhibit,exhibit,", uncommon glioblastoma subsets may exhibit specific vulnerabilities amenable to targeted interventions"
Abstract,"""Focused ultrasound for the treatment of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/35267132,make,making,"biopsy in glioblastoma, and making device modifications that better support clinical"
Abstract,"""Overcoming the blood-brain tumor barrier for effective glioblastoma treatment.""",https://pubmed.ncbi.nlm.nih.gov/25791797,grade,grade,"unfortunately, glioblastoma, the most aggressive (who grade iv)"
Abstract,"""Overcoming the blood-brain tumor barrier for effective glioblastoma treatment.""",https://pubmed.ncbi.nlm.nih.gov/25791797,profit,profited,"unfortunately, glioblastoma multiforme (gbm) patients have not yet profited"
Abstract,"""Overcoming the blood-brain tumor barrier for effective glioblastoma treatment.""",https://pubmed.ncbi.nlm.nih.gov/25791797,demonstrate,demonstrate,many infiltrative glioblastoma cells that demonstrate 'within-organ-metastasis
Abstract,"""Overcoming the blood-brain tumor barrier for effective glioblastoma treatment.""",https://pubmed.ncbi.nlm.nih.gov/25791797,deserve,deserves,delivery in glioblastoma deserves explicit attention as otherwise new experimental therapies will
Abstract,"""Glioblastoma and other malignant gliomas: a clinical review.""",https://pubmed.ncbi.nlm.nih.gov/24193082,base,based,newly diagnosed glioblastoma is based on radiotherapy combined with temozolomide.
Abstract,"""Glioblastoma and other malignant gliomas: a clinical review.""",https://pubmed.ncbi.nlm.nih.gov/24193082,remain,remains,"relevance: glioblastoma remains a difficult cancer to treat, although therapeutic"
Title,"""Investigational treatment strategies in glioblastoma: progress made and barriers to success.""",https://pubmed.ncbi.nlm.nih.gov/37796104,make,made,strategies in glioblastoma: progress made and barriers to success.
Abstract,"""Investigational treatment strategies in glioblastoma: progress made and barriers to success.""",https://pubmed.ncbi.nlm.nih.gov/37796104,remain,remains,"introduction: glioblastoma, isocitrate dehydrogenase wildtype (idhwt), remains"
Title,"""Recent Developments in Glioblastoma Therapy: Oncolytic Viruses and Emerging Future Strategies.""",https://pubmed.ncbi.nlm.nih.gov/36851761,emerge,emerging,developments in glioblastoma therapy: oncolytic viruses and emerging future strategies.
Abstract,"""Recent Developments in Glioblastoma Therapy: Oncolytic Viruses and Emerging Future Strategies.""",https://pubmed.ncbi.nlm.nih.gov/36851761,describe,describe,virotherapy for glioblastomas and describe several ovs and their combination with other
Abstract,"""Exosomes: Their role in the diagnosis, progression, metastasis, and treatment of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38806071,improve,improved,prognosis of glioblastoma can be improved.
Abstract,"""Exosomes: Their role in the diagnosis, progression, metastasis, and treatment of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38806071,show,show,treatment of glioblastoma and show how they can be modified for this
Abstract,"""Treatment of Glioblastoma in Older Adults.""",https://pubmed.ncbi.nlm.nih.gov/29075865,diagnose,diagnosed,glioblastoma is the most common primary malignant brain tumor diagnosed
Abstract,"""Treatment of Glioblastoma in Older Adults.""",https://pubmed.ncbi.nlm.nih.gov/29075865,exclude,excluded,temozolomide in glioblastoma excluded patients more than 70 years of age.
Abstract,"""Treatment of Glioblastoma in Older Adults.""",https://pubmed.ncbi.nlm.nih.gov/29075865,discuss,discusses,treatment of glioblastoma in the elderly population and discusses results of recent
Abstract,"""A comprehensive profile of recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/27041580,recur,recur,", primary glioblastomas invariably recur as aggressive, therapy-resistant relapses"
Abstract,"""A comprehensive profile of recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/27041580,emerge,emerging,of recurrent glioblastoma is just slowly emerging.
Abstract,"""A comprehensive profile of recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/27041580,ask,ask,on recurrent glioblastoma and ask whether and how therapies change intra-
Abstract,"""A comprehensive profile of recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/27041580,determine,determine,"in recurrent glioblastoma will determine, whether, one day, glioblastoma"
Abstract,"""A comprehensive profile of recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/27041580,contain,contained,"day, glioblastoma can be contained in a state of chronic disease"
Abstract,"""Glioblastoma stem cells: lessons from the tumor hierarchy in a lethal cancer.""",https://pubmed.ncbi.nlm.nih.gov/31160393,rank,ranks,glioblastoma ranks among the most lethal of all human cancers
Abstract,"""Glioblastoma stem cells: lessons from the tumor hierarchy in a lethal cancer.""",https://pubmed.ncbi.nlm.nih.gov/31160393,display,display,"glioblastomas display striking cellular heterogeneity, with stem-like"
Abstract,"""Glioblastoma stem cells: lessons from the tumor hierarchy in a lethal cancer.""",https://pubmed.ncbi.nlm.nih.gov/31160393,induce,induce,glioblastomas induce a systemic immunosuppression with mixed responses to oncoimmunologic
Abstract,"""Glioblastoma stem cells: lessons from the tumor hierarchy in a lethal cancer.""",https://pubmed.ncbi.nlm.nih.gov/31160393,offer,offers,"collectively, glioblastoma offers a reliable cancer to study cancer stem cells"
Abstract,"""Novel Immunotherapeutics for Treatment of Glioblastoma: The Last Decade of Research.""",https://pubmed.ncbi.nlm.nih.gov/30632816,remain,remains,survival for glioblastoma remains poor.
Abstract,"""Immunotherapy for the treatment of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/22290259,thrive,thrives,"glioblastoma, the most aggressive primary brain tumor, thrives"
Abstract,"""Current status and recent advances in reirradiation of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33602305,recur,recur,"gliomas (glioblastomas, gbm) will recur locally within 2 years"
Abstract,"""ESTRO-EANO guideline on target delineation and radiotherapy details for glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/37059335,take,took,"concerning contemporary glioblastoma target delineation, then took part in a two"
Abstract,"""Can we rely on synthetic pharmacotherapy for the treatment of glioblastoma?""",https://pubmed.ncbi.nlm.nih.gov/34219576,remain,remains,treatment of glioblastoma remains one of the most formidable challenges in oncology
Abstract,"""Can we rely on synthetic pharmacotherapy for the treatment of glioblastoma?""",https://pubmed.ncbi.nlm.nih.gov/34219576,cover,covered,options for glioblastoma patients.areas covered: this study reviews synthetic pharmacotherapies that
Abstract,"""Challenges in the Treatment of Glioblastoma: Multisystem Mechanisms of Therapeutic Resistance.""",https://pubmed.ncbi.nlm.nih.gov/30049045,contribute,contributes,heterogeneity in glioblastoma contributes to significant therapeutic resistance by preventing adequate control
Abstract,"""Challenges in the Treatment of Glioblastoma: Multisystem Mechanisms of Therapeutic Resistance.""",https://pubmed.ncbi.nlm.nih.gov/30049045,promote,promote,"characteristics of glioblastoma promote resistance to chemotherapy, radiation, and immunotherapy"
Abstract,"""Challenges in the Treatment of Glioblastoma: Multisystem Mechanisms of Therapeutic Resistance.""",https://pubmed.ncbi.nlm.nih.gov/30049045,prevent,prevent,cascades in glioblastoma prevent effective treatments through the optimization of glucose use
Abstract,"""Challenges in the Treatment of Glioblastoma: Multisystem Mechanisms of Therapeutic Resistance.""",https://pubmed.ncbi.nlm.nih.gov/30049045,recognize,recognizes,"treatment of glioblastoma, as the field recognizes and addresses these difficulties"
Abstract,"""Progress and prospect in tumor treating fields treatment of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/34214730,challenge,challenging,glioblastoma (gbm) is a challenging cancer with poor
Abstract,"""Combined-therapeutic strategies synergistically potentiate glioblastoma multiforme treatment via nanotechnology.""",https://pubmed.ncbi.nlm.nih.gov/32194864,exhibit,exhibited,therapies for glioblastoma via systemic administration are exhibited in this review.
Abstract,"""A vasculature-centric approach to developing novel treatment options for glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33482697,characterize,characterized,introduction: glioblastoma is invariably deadly and is characterized by extensive vascularization
Abstract,"""A vasculature-centric approach to developing novel treatment options for glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33482697,cover,covered,angiogenics in glioblastoma remains.areas covered: resistance to anti-angiogenics is
Abstract,"""A vasculature-centric approach to developing novel treatment options for glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33482697,support,supports,immunosuppression in glioblastoma supports the use of anti-angiogenics in combination
Title,"""Combined BNCT-CIRT treatment planning for glioblastoma using the effect-based optimization.""",https://pubmed.ncbi.nlm.nih.gov/38048635,use,using,planning for glioblastoma using the effect-based optimization.
Abstract,"""Combined BNCT-CIRT treatment planning for glioblastoma using the effect-based optimization.""",https://pubmed.ncbi.nlm.nih.gov/38048635,consider,considering,"diagnosed with glioblastoma, considering the different radiosensitivity and fraction."
Abstract,"""Nanotechnology to augment immunotherapy for the treatment of glioblastoma multiforme.""",https://pubmed.ncbi.nlm.nih.gov/26070553,characterize,characterized,glioblastoma multiforme (gbm) is characterized as one of
Abstract,"""Immune Escape in Glioblastoma Multiforme and the Adaptation of Immunotherapies for Treatment.""",https://pubmed.ncbi.nlm.nih.gov/33178210,occur,occurring,glioblastoma multiforme (gbm) is the most frequently occurring
Abstract,"""Multimodal treatment of glioblastoma with multiple lesions - a multi-center retrospective analysis.""",https://pubmed.ncbi.nlm.nih.gov/39560695,associate,associated,) in glioblastoma is rare and associated with perceived poor prognosis.
Abstract,"""Multimodal treatment of glioblastoma with multiple lesions - a multi-center retrospective analysis.""",https://pubmed.ncbi.nlm.nih.gov/39560695,grade,grade,newly diagnosed glioblastoma (cns who grade 4) were assessed.
Abstract,"""Multimodal treatment of glioblastoma with multiple lesions - a multi-center retrospective analysis.""",https://pubmed.ncbi.nlm.nih.gov/39560695,treat,treated,suggests that glioblastomas with multiple lesions treated with multimodal therapy equal survival
Abstract,"""Glioblastoma treatment guidelines: Consensus by the Spanish Society of Neurosurgery Tumor Section.""",https://pubmed.ncbi.nlm.nih.gov/32690400,start,starts,introduction: glioblastoma (gbm) treatment starts in most patients with
Abstract,"""Perspectives for immunotherapy in glioblastoma treatment.""",https://pubmed.ncbi.nlm.nih.gov/25210870,grow,growing,to fight glioblastoma is growing.
Abstract,"""Perspectives for immunotherapy in glioblastoma treatment.""",https://pubmed.ncbi.nlm.nih.gov/25210870,lysate,lysate,to present glioblastoma antigens (whole tumor lysate) to the immune
Abstract,"""Perspectives for immunotherapy in glioblastoma treatment.""",https://pubmed.ncbi.nlm.nih.gov/25210870,start,start,cells with glioblastoma stem-like cells will start soon.
Title,"""Glioblastoma treatment slowly moves toward change: novel druggable targets and translational horizons in 2022.""",https://pubmed.ncbi.nlm.nih.gov/36718723,move,moves,glioblastoma treatment slowly moves toward change: novel druggable targets
Abstract,"""An Innovative Immunotherapy Vaccine with Combination Checkpoint Blockade as a First Line Treatment for Glioblastoma in the Context of Current Treatments.""",https://pubmed.ncbi.nlm.nih.gov/32158049,benefit,benefited,patients with glioblastoma have not benefited from these new therapies and techniques
Abstract,"""An Innovative Immunotherapy Vaccine with Combination Checkpoint Blockade as a First Line Treatment for Glioblastoma in the Context of Current Treatments.""",https://pubmed.ncbi.nlm.nih.gov/32158049,combine,combining,in treating glioblastoma through combining a personalized vaccine with new immunotherapy drugs
Abstract,"""Molecular targets in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/25952786,consist,consists,"treatment for glioblastoma consists of neurosurgery, followed by radiotherapy and temozolomide"
Abstract,"""Molecular targets in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/25952786,allow,allowed,heterogeneity in glioblastoma pathogenesis allowed the design of novel targeted therapies.
Abstract,"""The immunological landscape of peripheral blood in glioblastoma patients and immunological consequences of age and dexamethasone treatment.""",https://pubmed.ncbi.nlm.nih.gov/38318180,associate,associated,"yet, glioblastoma-associated changes in peripheral blood immune composition are"
Abstract,"""The immunological landscape of peripheral blood in glioblastoma patients and immunological consequences of age and dexamethasone treatment.""",https://pubmed.ncbi.nlm.nih.gov/38318180,hypothesize,hypothesized,administration in glioblastoma patients have been hypothesized to limit the effectiveness of
Abstract,"""The immunological landscape of peripheral blood in glioblastoma patients and immunological consequences of age and dexamethasone treatment.""",https://pubmed.ncbi.nlm.nih.gov/38318180,have,had,results: glioblastoma patients had significantly fewer naive cd4+ t cells
Abstract,"""The immunological landscape of peripheral blood in glioblastoma patients and immunological consequences of age and dexamethasone treatment.""",https://pubmed.ncbi.nlm.nih.gov/38318180,influence,influenced,"cells in glioblastoma patients were influenced by age and dexamethasone treatment,"
Abstract,"""Treatment of glioblastoma in elderly patients: an overview of current treatments and future perspective.""",https://pubmed.ncbi.nlm.nih.gov/21302607,include,includes,"treatment of glioblastoma in the elderly includes surgery, radiotherapy and chemotherapy"
Abstract,"""Treatment of glioblastoma in elderly patients: an overview of current treatments and future perspective.""",https://pubmed.ncbi.nlm.nih.gov/21302607,show,showing,"patients with glioblastoma, showing survival benefits compared with supportive care alone"
Abstract,"""Treatment of glioblastoma in elderly patients: an overview of current treatments and future perspective.""",https://pubmed.ncbi.nlm.nih.gov/21302607,emerge,emerging,"adults with glioblastoma, is emerging as an effective therapeutic option for"
Abstract,"""Omics sciences and precision medicine in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/37994751,have,have,"understanding of glioblastoma biology, and precision medicine approaches have impli-"
Abstract,"""Omics sciences and precision medicine in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/37994751,show,shown,"approaches for glioblastoma, and several biomarkers have shown promise in predicting"
Abstract,"""Omics sciences and precision medicine in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/37994751,be,is,"approaches in glioblastoma, but there is still a need to improve"
Abstract,"""Omics sciences and precision medicine in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/37994751,face,faces,"medicine in glioblastoma treatment faces challenges related to patient selection, drug"
Abstract,"""Treatment options for recurrent glioblastoma: pitfalls and future trends.""",https://pubmed.ncbi.nlm.nih.gov/19445578,increase,increased,"newly diagnosed glioblastoma has increased the median overall survival and, more"
Title,"""Understanding the glioblastoma tumor microenvironment: leveraging the extracellular matrix to increase immunotherapy efficacy.""",https://pubmed.ncbi.nlm.nih.gov/38380331,leverage,leveraging,understanding the glioblastoma tumor microenvironment: leveraging the extracellular matrix to increase
Abstract,"""Understanding the glioblastoma tumor microenvironment: leveraging the extracellular matrix to increase immunotherapy efficacy.""",https://pubmed.ncbi.nlm.nih.gov/38380331,account,accounts,glioblastoma (gbm) accounts for approximately half of all
Abstract,"""Prognostic differences and implications on treatment strategies between butterfly glioblastoma and glioblastoma with unilateral corpus callosum infiltration.""",https://pubmed.ncbi.nlm.nih.gov/36357498,evaluate,evaluate,"unilateral and glioblastoma with bilateral corpus callosum infiltration, and to evaluate"
Abstract,"""Prognostic differences and implications on treatment strategies between butterfly glioblastoma and glioblastoma with unilateral corpus callosum infiltration.""",https://pubmed.ncbi.nlm.nih.gov/36357498,include,included,newly diagnosed glioblastoma from 2010 to 2019 were included.
Abstract,"""Prognostic differences and implications on treatment strategies between butterfly glioblastoma and glioblastoma with unilateral corpus callosum infiltration.""",https://pubmed.ncbi.nlm.nih.gov/36357498,have,had,glioblastoma with corpus callosum affection had significantly lower median overall
Abstract,"""Prognostic differences and implications on treatment strategies between butterfly glioblastoma and glioblastoma with unilateral corpus callosum infiltration.""",https://pubmed.ncbi.nlm.nih.gov/36357498,reveal,revealed,analysis of glioblastoma with unilateral corpus callosum infiltration revealed a significant difference
Abstract,"""Antiangiogenic agents in the treatment of recurrent or newly diagnosed glioblastoma: analysis of single-agent and combined modality approaches.""",https://pubmed.ncbi.nlm.nih.gov/21214925,prolong,prolong,"newly diagnosed glioblastoma can prolong survival, but it is not curative"
Abstract,"""Antiangiogenic agents in the treatment of recurrent or newly diagnosed glioblastoma: analysis of single-agent and combined modality approaches.""",https://pubmed.ncbi.nlm.nih.gov/21214925,associate,associated,with recurrent glioblastoma; combination treatment was associated with an estimated 6
Abstract,"""Antiangiogenic agents in the treatment of recurrent or newly diagnosed glioblastoma: analysis of single-agent and combined modality approaches.""",https://pubmed.ncbi.nlm.nih.gov/21214925,progress,progressed,treatment of glioblastoma that has progressed following prior therapy.
Abstract,"""Engineered cells as glioblastoma therapeutics.""",https://pubmed.ncbi.nlm.nih.gov/33753869,lead,led,"biology of glioblastoma, to date, this has not led to"
Abstract,"""Engineered cells as glioblastoma therapeutics.""",https://pubmed.ncbi.nlm.nih.gov/33753869,show,show,therapies for glioblastoma and show some evidence for activity.
Abstract,"""Current Advances in Immunotherapy for Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33496872,limit,limited,"application in glioblastoma, which has limited response to other treatments."
Abstract,"""Current Advances in Immunotherapy for Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33496872,remain,remains,treatment of glioblastoma remains a serious challenge both with regard to immune
Abstract,"""Current Advances in Immunotherapy for Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33496872,illustrate,illustrating,"success in glioblastoma, illustrating the challenging and complex nature of this"
Abstract,"""[What type of adjuvant chemotherapy should be proposed for the initial treatment of glioblastoma?].""",https://pubmed.ncbi.nlm.nih.gov/17350791,deliver,deliver,cavity after glioblastoma resection to deliver local chemotherapy.
Abstract,"""[What type of adjuvant chemotherapy should be proposed for the initial treatment of glioblastoma?].""",https://pubmed.ncbi.nlm.nih.gov/17350791,carmustine,carmustine,"months in glioblastomas, and carmustine a similar benefit in high-"
Abstract,"""Viral Control of Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/34209584,reside,reside,response against glioblastomas because they reside in the brain (an immunologically
Abstract,"""Viral Control of Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/34209584,inhabit,inhabit,glioblastomas inhabit the brain like sand in the grass and
Abstract,"""Overcoming delivery barriers in immunotherapy for glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/34053034,change,changed,prognosis for glioblastoma patients has changed little in the past two decades
Title,"""Glioblastoma: changing expectations?""",https://pubmed.ncbi.nlm.nih.gov/21493184,change,changing,glioblastoma: changing expectations?
Abstract,"""Glioblastoma: changing expectations?""",https://pubmed.ncbi.nlm.nih.gov/21493184,represent,represents,glioblastoma (gb) represents the most aggressive glioma in
Title,"""Glioblastoma-activated pericytes support tumor growth via immunosuppression.""",https://pubmed.ncbi.nlm.nih.gov/29479841,activate,activated,glioblastoma-activated pericytes support tumor growth via immunosuppression.
Abstract,"""Glioblastoma-activated pericytes support tumor growth via immunosuppression.""",https://pubmed.ncbi.nlm.nih.gov/29479841,restrict,restricts,involved in glioblastoma development restricts the design of efficient therapies.
Abstract,"""Glioblastoma-activated pericytes support tumor growth via immunosuppression.""",https://pubmed.ncbi.nlm.nih.gov/29479841,activate,activated,"glioblastoma-activated pericytes develop an immunosuppressive phenotype, reducing"
Abstract,"""Immunoengineering in glioblastoma imaging and therapy.""",https://pubmed.ncbi.nlm.nih.gov/31407522,have,have,diagnosed with glioblastoma have poor prognosis.
Title,"""Pharmacotherapy of Glioblastoma: Established Treatments and Emerging Concepts.""",https://pubmed.ncbi.nlm.nih.gov/28681349,establish,established,pharmacotherapy of glioblastoma: established treatments and emerging concepts.
Abstract,"""Pharmacotherapy of Glioblastoma: Established Treatments and Emerging Concepts.""",https://pubmed.ncbi.nlm.nih.gov/28681349,include,includes,"treatment for glioblastoma includes maximal safe surgical resection, radiation, and"
Abstract,"""Pharmacotherapy of Glioblastoma: Established Treatments and Emerging Concepts.""",https://pubmed.ncbi.nlm.nih.gov/28681349,survive,survive,"% of glioblastoma patients survive to 5 years, and no therapies"
Abstract,"""[Glioblastoma treatment in 2010].""",https://pubmed.ncbi.nlm.nih.gov/19998795,require,requires,treatment of glioblastomas requires a multidisciplinary approach because despite the progresses in
Abstract,"""[Glioblastoma treatment in 2010].""",https://pubmed.ncbi.nlm.nih.gov/19998795,undergo,undergo,patients with glioblastoma should undergo maximum surgical resection followed by concurrent radiation
Abstract,"""[Glioblastoma treatment in 2010].""",https://pubmed.ncbi.nlm.nih.gov/19998795,emphasize,emphasize,combination for glioblastoma therapy and we also emphasize the importance of vaccinotherapy
Abstract,"""A biopolymeric mesh enriched with PLGA microparticles loaded with AT101 for localized glioblastoma treatment.""",https://pubmed.ncbi.nlm.nih.gov/37054732,include,including,strategies for glioblastoma (gbm) including surgical resection and adjuvant radio
Abstract,"""Congress of neurological surgeons systematic review and evidence-based clinical practice parameter guidelines for the treatment of adults with newly diagnosed glioblastoma: Introduction and Methods.""",https://pubmed.ncbi.nlm.nih.gov/33215339,sponsor,sponsored,newly diagnosed glioblastomas sponsored by the american association of neurological surgeons (
Abstract,"""Congress of neurological surgeons systematic review and evidence-based clinical practice parameter guidelines for the treatment of adults with newly diagnosed glioblastoma: Introduction and Methods.""",https://pubmed.ncbi.nlm.nih.gov/33215339,use,used,newly diagnosed glioblastomas over all commonly used diagnostic and treatment modalities in
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,emerge,emerged,pivotal in glioblastoma treatment resistance and dna methylation emerged as an important
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,subject,subjected,"from 47 glioblastoma patients were subjected to dna methylation profiling, including"
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,show,showed,"general, glioblastomas with a subclass transition showed upregulated metabolic processes."
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,display,displayed,newly diagnosed glioblastomas with mesenchymal transition displayed increased stem cell-like
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,show,showed,of recurrent glioblastomas with mesenchymal transition showed increased immune components but decreased
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,impact,impacting,"% of glioblastomas, not impacting patient survival."
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,target,targeted,for recurrent glioblastoma targeted therapies.
Abstract,"""Emerging therapies for glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/25244650,translate,translated,"biology of glioblastoma are being rapidly translated into innovative clinical trials,"
Abstract,"""Emerging therapies for glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/25244650,include,including,"characterization of glioblastomas as well as host factors, including the brain"
Title,"""Nanoparticles Mediated the Diagnosis and Therapy of Glioblastoma: Bypass or Cross the Blood-Brain Barrier.""",https://pubmed.ncbi.nlm.nih.gov/37415556,cross,cross,therapy of glioblastoma: bypass or cross the blood-brain barrier
Abstract,"""Nanoparticles Mediated the Diagnosis and Therapy of Glioblastoma: Bypass or Cross the Blood-Brain Barrier.""",https://pubmed.ncbi.nlm.nih.gov/37415556,discuss,discussed,nanotechnology in glioblastoma is discussed in depth.
Abstract,"""Management of Elderly Patients with Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/28324304,represent,represents,review: glioblastoma represents one of the major challenges in neurooncology and
Abstract,"""Management of Elderly Patients with Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/28324304,remain,remains,patients with glioblastoma remains poor.
Abstract,"""[(89)Zr]-CD8 ImmunoPET imaging of glioblastoma multiforme response to combination oncolytic viral and checkpoint inhibitor immunotherapy reveals CD8 infiltration differential changes in preclinical models.""",https://pubmed.ncbi.nlm.nih.gov/38250045,show,shown,treatment of glioblastoma multiforme (gbm) have shown potential for tumor
Abstract,"""Surgery for Glioblastoma in Elderly Patients.""",https://pubmed.ncbi.nlm.nih.gov/33223022,represent,represents,management of glioblastoma in the elderly population represents a field of growing
Abstract,"""Prospective Feasibility Trial for Genomics-Informed Treatment in Recurrent and Progressive Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/29074604,conduct,conducted,with recurrent glioblastoma.experimental design: we conducted a prospective genomics-informed
Abstract,"""Galectins as Emerging Glyco-Checkpoints and Therapeutic Targets in Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/35008740,represent,represents,"treatment, glioblastoma (gbm) represents the most common and aggressive"
Title,"""Convection-enhanced delivery for glioblastoma: targeted delivery of antitumor therapeutics.""",https://pubmed.ncbi.nlm.nih.gov/26103989,target,targeted,delivery for glioblastoma: targeted delivery of antitumor therapeutics.
Abstract,"""Advances in Treatment of Isocitrate Dehydrogenase (IDH)-Wildtype Glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/37154886,undergo,undergoing,-wildtype glioblastomas which are undergoing evaluation in clinical trials.
Abstract,"""Advances in Treatment of Isocitrate Dehydrogenase (IDH)-Wildtype Glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/37154886,offer,offer,-wildtype glioblastomas offer hope and the prospect of incremental improvements in
Title,"""DDRugging glioblastoma: understanding and targeting the DNA damage response to improve future therapies.""",https://pubmed.ncbi.nlm.nih.gov/34036721,target,targeting,ddrugging glioblastoma: understanding and targeting the dna damage response to
