Source,Text,Link,Verb,Original_Form,Context
Abstract,"""The definition of primary and secondary glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/23209033,originate,originate,and secondary glioblastomas are distinct tumor entities that originate from different precursor
Abstract,"""Single-cell RNA sequencing reveals tumor heterogeneity, microenvironment, and drug-resistance mechanisms of recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/36853018,remain,remains,"chemotherapy, glioblastoma remains refractory to treatment and recurrence is inevitable."
Abstract,"""Single-cell RNA sequencing reveals tumor heterogeneity, microenvironment, and drug-resistance mechanisms of recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/36853018,remain,remains,of recurrent glioblastoma remains unclear.
Abstract,"""Glioblastoma and brain connectivity: the need for a paradigm shift.""",https://pubmed.ncbi.nlm.nih.gov/38876751,remain,remains,patients with glioblastoma prognosis remains bleak.
Abstract,"""Glioblastoma and brain connectivity: the need for a paradigm shift.""",https://pubmed.ncbi.nlm.nih.gov/38876751,encompass,encompassing,"interplays between glioblastoma and the cellular architecture of the brain, encompassing"
Abstract,"""Glioblastoma and brain connectivity: the need for a paradigm shift.""",https://pubmed.ncbi.nlm.nih.gov/38876751,reveal,revealing,"of a glioblastoma, and a patient's overall survival, revealing"
Abstract,"""Glioblastoma and brain connectivity: the need for a paradigm shift.""",https://pubmed.ncbi.nlm.nih.gov/38876751,unveil,unveil,"treatment of glioblastomas, which could unveil new prognostic factors and surgical"
Abstract,"""Understanding glioblastoma at the single-cell level: Recent advances and future challenges.""",https://pubmed.ncbi.nlm.nih.gov/38814900,provide,providing,"cells within glioblastomas, providing previously unattainable insights into the genetic and"
Abstract,"""Understanding glioblastoma at the single-cell level: Recent advances and future challenges.""",https://pubmed.ncbi.nlm.nih.gov/38814900,expect,expected,"heterogeneity of glioblastomas are expected, which will help guide the development"
Title,"""Identification of hypoxic macrophages in glioblastoma: Unveiling therapeutic insights from tumour microenvironment analysis.""",https://pubmed.ncbi.nlm.nih.gov/39297872,unveil,unveiling,macrophages in glioblastoma: unveiling therapeutic insights from tumour microenvironment analysis.
Abstract,"""Identification of hypoxic macrophages in glioblastoma: Unveiling therapeutic insights from tumour microenvironment analysis.""",https://pubmed.ncbi.nlm.nih.gov/39297872,propose,propose,"locations in glioblastomas, and propose future directions for studying the temporospatial"
Title,"""Single-cell characterization of macrophages in glioblastoma reveals MARCO as a mesenchymal pro-tumor marker.""",https://pubmed.ncbi.nlm.nih.gov/34011400,reveal,reveals,macrophages in glioblastoma reveals marco as a mesenchymal pro-tumor marker
Abstract,"""Single-cell characterization of macrophages in glioblastoma reveals MARCO as a mesenchymal pro-tumor marker.""",https://pubmed.ncbi.nlm.nih.gov/34011400,suggest,suggest,progression in glioblastomas and suggest potential therapeutic targets to prevent their recruitment
Abstract,"""Perioperative Management of Patients with Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33223018,require,requires,"presentation of glioblastomas is varied, and definitive diagnosis requires pathologic examination"
Abstract,"""Perioperative Management of Patients with Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33223018,include,includes,"management of glioblastomas includes surgery and adjuvant chemotherapy and radiotherapy, with"
Abstract,"""Perioperative Management of Patients with Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33223018,include,including,patients with glioblastoma including tools and surgical adjuncts to maximize extent of
Abstract,"""Exosomes: Their role in the diagnosis, progression, metastasis, and treatment of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38806071,improve,improved,prognosis of glioblastoma can be improved.
Abstract,"""Exosomes: Their role in the diagnosis, progression, metastasis, and treatment of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38806071,show,show,treatment of glioblastoma and show how they can be modified for this
Abstract,"""Therapeutics and Research Related to Glioblastoma: Advancements and Future Targets.""",https://pubmed.ncbi.nlm.nih.gov/32268863,study,studied,progression in glioblastoma are being studied.
Abstract,"""Therapeutics and Research Related to Glioblastoma: Advancements and Future Targets.""",https://pubmed.ncbi.nlm.nih.gov/32268863,discuss,discussed,therapy for glioblastoma has also been discussed.
Title,"""Risk factors for glioblastoma are shared by other brain tumor types.""",https://pubmed.ncbi.nlm.nih.gov/38520250,share,shared,factors for glioblastoma are shared by other brain tumor types.
Abstract,"""Risk factors for glioblastoma are shared by other brain tumor types.""",https://pubmed.ncbi.nlm.nih.gov/38520250,ionize,ionizing,"factors for glioblastoma (gbm), i.e., ionizing radiation,"
Abstract,"""Management of Elderly Patients with Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/28324304,represent,represents,review: glioblastoma represents one of the major challenges in neurooncology and
Abstract,"""Management of Elderly Patients with Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/28324304,remain,remains,patients with glioblastoma remains poor.
Abstract,"""Understanding the Role of Endothelial Cells in Glioblastoma: Mechanisms and Novel Treatments.""",https://pubmed.ncbi.nlm.nih.gov/38892305,facilitate,facilitating,"role in glioblastoma growth and progression, facilitating angiogenesis, cellular communication"
Abstract,"""Role of surgery in multifocal glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/35320251,come,come,outcomes in glioblastoma management come from gross total resection (gtr)
Abstract,"""Optimizing glioblastoma resection: intraoperative mapping and beyond.""",https://pubmed.ncbi.nlm.nih.gov/25363008,start,starts,"management of glioblastomas starts with surgical resection if possible, along with"
Abstract,"""Leveraging extrachromosomal DNA to fine-tune trials of targeted therapy for glioblastoma: opportunities and challenges.""",https://pubmed.ncbi.nlm.nih.gov/36131011,facilitate,facilitated,"glioblastoma evolution is facilitated by intratumour heterogeneity, which poses"
Abstract,"""Palliative Radiotherapy of Primary Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33402500,achieve,achieved,resection of glioblastomas cannot be achieved.
Abstract,"""Palliative Radiotherapy of Primary Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33402500,analyze,analyzed,of primary glioblastoma were retrospectively analyzed.
Abstract,"""Glioblastoma metastases: a literature review and a description of six clinical observations.""",https://pubmed.ncbi.nlm.nih.gov/26146042,locate,located,cases of glioblastoma metastases with the development of foci located at a
Abstract,"""Glioblastoma metastases: a literature review and a description of six clinical observations.""",https://pubmed.ncbi.nlm.nih.gov/26146042,receive,received,with brain glioblastomas who received treatment at the burdenko neurosurgical institute (
Abstract,"""Glioblastoma metastases: a literature review and a description of six clinical observations.""",https://pubmed.ncbi.nlm.nih.gov/26146042,associate,associated,metastases of glioblastomas that are closely associated with the cerebrospinal fluid circulation
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,emerge,emerged,pivotal in glioblastoma treatment resistance and dna methylation emerged as an important
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,subject,subjected,"from 47 glioblastoma patients were subjected to dna methylation profiling, including"
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,show,showed,"general, glioblastomas with a subclass transition showed upregulated metabolic processes."
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,display,displayed,newly diagnosed glioblastomas with mesenchymal transition displayed increased stem cell-like
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,show,showed,of recurrent glioblastomas with mesenchymal transition showed increased immune components but decreased
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,impact,impacting,"% of glioblastomas, not impacting patient survival."
Abstract,"""Temporal change of DNA methylation subclasses between matched newly diagnosed and recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38244080,target,targeted,for recurrent glioblastoma targeted therapies.
Abstract,"""Differentiating brain metastasis from glioblastoma by time-dependent diffusion MRI.""",https://pubmed.ncbi.nlm.nih.gov/37553578,use,using,patients with glioblastomas and 27 patients with metastases using a diffusion-
Abstract,"""Molecular heterogeneity of glioblastoma and its clinical relevance.""",https://pubmed.ncbi.nlm.nih.gov/25156108,constitute,constitutes,glioblastoma is the most common intracranial malignancy and constitutes about
Abstract,"""Molecular heterogeneity of glioblastoma and its clinical relevance.""",https://pubmed.ncbi.nlm.nih.gov/25156108,explain,explain,profiles in glioblastoma may explain the difficulties encountered in the validation of
Abstract,"""Molecular heterogeneity of glioblastoma and its clinical relevance.""",https://pubmed.ncbi.nlm.nih.gov/25156108,call,call,"heterogeneity of glioblastomas, and call attention to the importance of this"
Abstract,"""The potential of advanced MR techniques for precision radiotherapy of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/35129718,visualize,visualized,processes in glioblastomas can be visualized with different advanced mr techniques.
Abstract,"""GZ17-6.02 Inhibits the Growth of EGFRvIII+ Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/35456993,promote,promotes,% of glioblastomas and promotes tumor formation and progression.
Abstract,"""GZ17-6.02 Inhibits the Growth of EGFRvIII+ Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/35456993,utilize,utilizing,subset of glioblastomas and our data warrants further preclinical studies utilizing xenograft
Abstract,"""Pharmacometabolomics Informs Quantitative Radiomics for Glioblastoma Diagnostic Innovation.""",https://pubmed.ncbi.nlm.nih.gov/28816643,serve,serve,suggest that glioblastomas serve as a useful application paradigm.
Abstract,"""A peculiar case of pure intraventricular glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/37382731,name,named,glioblastoma (formerly named glioblastoma multiforme) is the most
Abstract,"""A peculiar case of pure intraventricular glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/37382731,define,defining,"of intraventricular glioblastomas, defining those as secondary ventricular tumors because of"
Abstract,"""A peculiar case of pure intraventricular glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/37382731,lie,lying,"an intraventricular glioblastoma lying entirely within the ventricular walls, involving all"
Abstract,"""Surgical management and outcome of newly diagnosed glioblastoma without contrast enhancement (low-grade appearance): a report of the RANO resect group.""",https://pubmed.ncbi.nlm.nih.gov/37665776,have,have,diagnosed as glioblastoma lack contrast enhancement and have a 'low-
Abstract,"""Surgical management and outcome of newly diagnosed glioblastoma without contrast enhancement (low-grade appearance): a report of the RANO resect group.""",https://pubmed.ncbi.nlm.nih.gov/37665776,identify,identified,"-wildtype glioblastomas, we identified 98 patients (7.4%)"
Abstract,"""Surgical management and outcome of newly diagnosed glioblastoma without contrast enhancement (low-grade appearance): a report of the RANO resect group.""",https://pubmed.ncbi.nlm.nih.gov/37665776,have,had,"to ce glioblastoma, patients with non-ce glioblastoma had a"
Abstract,"""Surgical management and outcome of newly diagnosed glioblastoma without contrast enhancement (low-grade appearance): a report of the RANO resect group.""",https://pubmed.ncbi.nlm.nih.gov/37665776,have,had,-ce glioblastoma had a more favorable clinical profile and superior outcome
Abstract,"""Surgical management and outcome of newly diagnosed glioblastoma without contrast enhancement (low-grade appearance): a report of the RANO resect group.""",https://pubmed.ncbi.nlm.nih.gov/37665776,use,using,-ce glioblastoma to patients with ce glioblastoma using a large set
Abstract,"""Surgical management and outcome of newly diagnosed glioblastoma without contrast enhancement (low-grade appearance): a report of the RANO resect group.""",https://pubmed.ncbi.nlm.nih.gov/37665776,use,using,with ce glioblastoma using a large set of clinical variables.
Abstract,"""Cytomegalovirus and glioblastoma: a review of evidence for their association and indications for testing and treatment.""",https://pubmed.ncbi.nlm.nih.gov/25289896,advance,advances,"mechanisms of glioblastomas, advances in treatment that translate into substantial improvement"
Abstract,"""Cytomegalovirus and glioblastoma: a review of evidence for their association and indications for testing and treatment.""",https://pubmed.ncbi.nlm.nih.gov/25289896,propose,proposed,cytomegalovirus in glioblastoma pathogenesis was proposed more than a decade ago and
Abstract,"""Cytomegalovirus and glioblastoma: a review of evidence for their association and indications for testing and treatment.""",https://pubmed.ncbi.nlm.nih.gov/25289896,demonstrate,demonstrate,treatment of glioblastoma did not demonstrate a beneficial effect on tumor growth
Title,"""Glioblastoma Molecular Classification Tool Based on mRNA Analysis: From Wet-Lab to Subtype.""",https://pubmed.ncbi.nlm.nih.gov/36555518,base,based,glioblastoma molecular classification tool based on mrna analysis: from
Abstract,"""Glioblastoma Molecular Classification Tool Based on mRNA Analysis: From Wet-Lab to Subtype.""",https://pubmed.ncbi.nlm.nih.gov/36555518,incorporate,incorporate,most glioblastoma studies incorporate the layer of tumor molecular subtype based
Abstract,"""Glioblastoma Molecular Classification Tool Based on mRNA Analysis: From Wet-Lab to Subtype.""",https://pubmed.ncbi.nlm.nih.gov/36555518,apply,applies,"tool for glioblastoma molecular subtyping, and each study applies a different"
Abstract,"""Glioblastoma Molecular Classification Tool Based on mRNA Analysis: From Wet-Lab to Subtype.""",https://pubmed.ncbi.nlm.nih.gov/36555518,use,using,"tool for glioblastoma classification, with high accuracy, while using a"
Abstract,"""Glioblastoma Molecular Classification Tool Based on mRNA Analysis: From Wet-Lab to Subtype.""",https://pubmed.ncbi.nlm.nih.gov/36555518,base,based,tool for glioblastoma molecular classification based on the mrna analysis of only
Abstract,"""Insular glioblastoma: surgical challenges, survival outcomes and prognostic factors.""",https://pubmed.ncbi.nlm.nih.gov/33356607,analyse,analysed,insular glioblastomas (igbm) have not been analysed separately before
Abstract,"""Insular glioblastoma: surgical challenges, survival outcomes and prognostic factors.""",https://pubmed.ncbi.nlm.nih.gov/33356607,have,had,"patients had glioblastoma, while four had gliosarcoma."
Abstract,"""Individualized targeted therapy for glioblastoma: fact or fiction?""",https://pubmed.ncbi.nlm.nih.gov/22290256,originate,originating,glioblastomas are highly malignant primary brain tumors presumably originating from
Abstract,"""Individualized targeted therapy for glioblastoma: fact or fiction?""",https://pubmed.ncbi.nlm.nih.gov/22290256,review,reviewed,"classification of glioblastoma were reviewed, and their impact on clinical decision"
Abstract,"""Individualized targeted therapy for glioblastoma: fact or fiction?""",https://pubmed.ncbi.nlm.nih.gov/22290256,classify,classified,"results: glioblastomas can be classified by morphology, clinical characteristics,"
Abstract,"""Individualized targeted therapy for glioblastoma: fact or fiction?""",https://pubmed.ncbi.nlm.nih.gov/22290256,base,based,decisions for glioblastoma patients are still based on age and performance status
Abstract,"""Glioblastoma of the cerebellum in children: report of five cases and review of the literature.""",https://pubmed.ncbi.nlm.nih.gov/23299302,compare,compared,"with cerebellar glioblastomas is dismal, even when compared to adult counterparts"
Abstract,"""Glioblastoma of the cerebellum in children: report of five cases and review of the literature.""",https://pubmed.ncbi.nlm.nih.gov/23299302,have,have,cerebellar glioblastomas have a tendency to recur and disseminate despite treatment
Abstract,"""Clinical implications of in silico mathematical modeling for glioblastoma: a critical review.""",https://pubmed.ncbi.nlm.nih.gov/29081039,remain,remains,glioblastoma remains a clinical challenge in spite of years of
Abstract,"""Clinical implications of in silico mathematical modeling for glioblastoma: a critical review.""",https://pubmed.ncbi.nlm.nih.gov/29081039,base,based,in vivo glioblastomas based on contemporary imaging techniques.
Abstract,"""Molecular mechanisms of necrosis in glioblastoma: the role of glutamate excitotoxicity.""",https://pubmed.ncbi.nlm.nih.gov/19770591,continue,continue,glioblastomas continue to rank among the most lethal primary human
Abstract,"""Molecular mechanisms of necrosis in glioblastoma: the role of glutamate excitotoxicity.""",https://pubmed.ncbi.nlm.nih.gov/19770591,demonstrate,demonstrated,"hallmarks of glioblastoma, necrosis has been demonstrated to be a powerful"
Abstract,"""Molecular mechanisms of necrosis in glioblastoma: the role of glutamate excitotoxicity.""",https://pubmed.ncbi.nlm.nih.gov/19770591,lead,lead,"mechanisms underlying glioblastoma formation, yet the mechanisms that lead to tumor"
Abstract,"""Molecular mechanisms of necrosis in glioblastoma: the role of glutamate excitotoxicity.""",https://pubmed.ncbi.nlm.nih.gov/19770591,involve,involves,"necrosis in glioblastoma involves the neurotransmitter, glutamate, which has been"
Abstract,"""Molecular mechanisms of necrosis in glioblastoma: the role of glutamate excitotoxicity.""",https://pubmed.ncbi.nlm.nih.gov/19770591,involve,involving,perspective on glioblastoma necrosis involving the process of glutamate excitotoxicity.
Abstract,"""Molecular mechanisms of necrosis in glioblastoma: the role of glutamate excitotoxicity.""",https://pubmed.ncbi.nlm.nih.gov/19770591,begin,begin,necrosis in glioblastoma and to begin to develop targeted therapies that may
Abstract,"""MGMT and Whole-Genome DNA Methylation Impacts on Diagnosis, Prognosis and Therapy of Glioblastoma Multiforme.""",https://pubmed.ncbi.nlm.nih.gov/35806153,highlight,highlighting,"changes in glioblastomas, also highlighting benefits, including those of liquid"
Abstract,"""MGMT and Whole-Genome DNA Methylation Impacts on Diagnosis, Prognosis and Therapy of Glioblastoma Multiforme.""",https://pubmed.ncbi.nlm.nih.gov/35806153,bear,bearing,especially in glioblastomas bearing mutations in the isocitrate dehydrogenase (idh)
Abstract,"""Multimodal treatment of glioblastoma with multiple lesions - a multi-center retrospective analysis.""",https://pubmed.ncbi.nlm.nih.gov/39560695,associate,associated,) in glioblastoma is rare and associated with perceived poor prognosis.
Abstract,"""Multimodal treatment of glioblastoma with multiple lesions - a multi-center retrospective analysis.""",https://pubmed.ncbi.nlm.nih.gov/39560695,grade,grade,newly diagnosed glioblastoma (cns who grade 4) were assessed.
Abstract,"""Multimodal treatment of glioblastoma with multiple lesions - a multi-center retrospective analysis.""",https://pubmed.ncbi.nlm.nih.gov/39560695,treat,treated,suggests that glioblastomas with multiple lesions treated with multimodal therapy equal survival
Abstract,"""CXCR4 expression in glioblastoma tissue and the potential for PET imaging and treatment with [(68)Ga]Ga-Pentixafor /[(177)Lu]Lu-Pentixather.""",https://pubmed.ncbi.nlm.nih.gov/33550492,associate,associated,in glioblastoma it is associated with a poor prognosis and more
Abstract,"""CXCR4 expression in glioblastoma tissue and the potential for PET imaging and treatment with [(68)Ga]Ga-Pentixafor /[(177)Lu]Lu-Pentixather.""",https://pubmed.ncbi.nlm.nih.gov/33550492,examine,examine,cxcr4 in glioblastoma tissue to further examine the potential of these pet
Abstract,"""CXCR4 expression in glioblastoma tissue and the potential for PET imaging and treatment with [(68)Ga]Ga-Pentixafor /[(177)Lu]Lu-Pentixather.""",https://pubmed.ncbi.nlm.nih.gov/33550492,stain,stained,glioblastoma tissue cores were stained for cxcr4.
Abstract,"""CXCR4 expression in glioblastoma tissue and the potential for PET imaging and treatment with [(68)Ga]Ga-Pentixafor /[(177)Lu]Lu-Pentixather.""",https://pubmed.ncbi.nlm.nih.gov/33550492,undergo,underwent,with recurrent glioblastoma underwent [68ga]ga-pentixafor pet; residual resected
Abstract,"""CXCR4 expression in glioblastoma tissue and the potential for PET imaging and treatment with [(68)Ga]Ga-Pentixafor /[(177)Lu]Lu-Pentixather.""",https://pubmed.ncbi.nlm.nih.gov/33550492,analyze,analyzed,"the 191 glioblastomas, 426 cores were analyzed using immunohistochemistry."
Abstract,"""Glioblastoma multiforme with very rapid growth and long-term survival in children: report of two cases and review of the literature.""",https://pubmed.ncbi.nlm.nih.gov/21656012,occur,occurs,glioblastoma occurs rarely in pediatric patients (0.6-7.9
Abstract,"""Glioblastoma multiforme with very rapid growth and long-term survival in children: report of two cases and review of the literature.""",https://pubmed.ncbi.nlm.nih.gov/21656012,appear,appeared,histopathologically confirmed glioblastoma multiforme whose lesions appeared within just 1 week of
Abstract,"""Glioblastoma multiforme with very rapid growth and long-term survival in children: report of two cases and review of the literature.""",https://pubmed.ncbi.nlm.nih.gov/21656012,emphasize,emphasizes,development of glioblastoma in childhood and emphasizes the importance of serial neuroimaging
Abstract,"""Biodistribution and pharmacokinetics of [(89)Zr]-anti-VEGF mAbs using PET in glioblastoma rat models.""",https://pubmed.ncbi.nlm.nih.gov/38224761,present,present,"introduction: glioblastomas present intensive angiogenesis, thus anti-vascular endothelial"
Abstract,"""Biodistribution and pharmacokinetics of [(89)Zr]-anti-VEGF mAbs using PET in glioblastoma rat models.""",https://pubmed.ncbi.nlm.nih.gov/38224761,use,using,model of glioblastoma in rats using positron emission tomography (pet)
Title,"""Glioblastoma angiogenesis: VEGF resistance solutions and new strategies based on molecular mechanisms of tumor vessel formation.""",https://pubmed.ncbi.nlm.nih.gov/22218709,base,based,glioblastoma angiogenesis: vegf resistance solutions and new strategies based
Abstract,"""Glioblastoma angiogenesis: VEGF resistance solutions and new strategies based on molecular mechanisms of tumor vessel formation.""",https://pubmed.ncbi.nlm.nih.gov/22218709,provide,provides,"only nourishes glioblastomas, but also provides a specialized microenvironment for tumor"
Abstract,"""Glioblastoma angiogenesis: VEGF resistance solutions and new strategies based on molecular mechanisms of tumor vessel formation.""",https://pubmed.ncbi.nlm.nih.gov/22218709,result,result,biology of glioblastomas which may ultimately result in new modes of treatment
Title,"""Single-cell landscapes of primary glioblastomas and matched explants and cell lines show variable retention of inter- and intratumor heterogeneity.""",https://pubmed.ncbi.nlm.nih.gov/35303420,match,matched,of primary glioblastomas and matched explants and cell lines show variable retention
Abstract,"""Single-cell landscapes of primary glioblastomas and matched explants and cell lines show variable retention of inter- and intratumor heterogeneity.""",https://pubmed.ncbi.nlm.nih.gov/35303420,characterize,characterized,glioblastomas (gbms) are aggressive brain tumors characterized by
Abstract,"""EGFR-dependent mechanisms in glioblastoma: towards a better therapeutic strategy.""",https://pubmed.ncbi.nlm.nih.gov/24671641,represent,represents,"% of glioblastomas, it currently represents one of the most promising"
Abstract,"""Standard therapy for glioblastoma--a review of where we are.""",https://pubmed.ncbi.nlm.nih.gov/20885105,base,based,"and recurrent glioblastomas, based on the most authoritative guidelines, the"
Abstract,"""Genomic profiling of glioblastoma: convergence of fundamental biologic tenets and novel insights.""",https://pubmed.ncbi.nlm.nih.gov/22002595,cement,cemented,regards to glioblastoma etiology has been particularly satisfying because it cemented the
Abstract,"""Genomic profiling of glioblastoma: convergence of fundamental biologic tenets and novel insights.""",https://pubmed.ncbi.nlm.nih.gov/22002595,set,set,how the glioblastoma genomic data set serves as an illustrative platform for
Abstract,"""Genomic profiling of glioblastoma: convergence of fundamental biologic tenets and novel insights.""",https://pubmed.ncbi.nlm.nih.gov/22002595,evolve,evolve,that most glioblastomas evolve along a multitude of pathways rather than a
Abstract,"""Genomic profiling of glioblastoma: convergence of fundamental biologic tenets and novel insights.""",https://pubmed.ncbi.nlm.nih.gov/22002595,relate,relate,subtypes of glioblastoma as they relate to key principles of developmental neurobiology
Abstract,"""Diagnostic and therapeutic avenues for glioblastoma: no longer a dead end?""",https://pubmed.ncbi.nlm.nih.gov/23183634,drive,driven,glioblastomas are heterogeneous neoplasms that are driven by complex signalling
Abstract,"""Diagnostic and therapeutic avenues for glioblastoma: no longer a dead end?""",https://pubmed.ncbi.nlm.nih.gov/23183634,remain,remains,patients with glioblastomas remains poor.
