Title,Abstract,Link
"""IGFBP5 is an ROR1 ligand promoting glioblastoma invasion via ROR1/HER2-CREB signaling axis.""","""Diffuse infiltration is the main reason for therapeutic resistance and recurrence in glioblastoma (GBM). However, potential targeted therapies for GBM stem-like cell (GSC) which is responsible for GBM invasion are limited. Herein, we report Insulin-like Growth Factor-Binding Protein 5 (IGFBP5) is a ligand for Receptor tyrosine kinase like Orphan Receptor 1 (ROR1), as a promising target for GSC invasion. Using a GSC-derived brain tumor model, GSCs were characterized into invasive or non-invasive subtypes, and RNA sequencing analysis revealed that IGFBP5 was differentially expressed between these two subtypes. GSC invasion capacity was inhibited by IGFBP5 knockdown and enhanced by IGFBP5 overexpression both in vitro and in vivo, particularly in a patient-derived xenograft model. IGFBP5 binds to ROR1 and facilitates ROR1/HER2 heterodimer formation, followed by inducing CREB-mediated ETV5 and FBXW9 expression, thereby promoting GSC invasion and tumorigenesis. Importantly, using a tumor-specific targeting and penetrating nanocapsule-mediated delivery of CRISPR/Cas9-based IGFBP5 gene editing significantly suppressed GSC invasion and downstream gene expression, and prolonged the survival of orthotopic tumor-bearing mice. Collectively, our data reveal that IGFBP5-ROR1/HER2-CREB signaling axis as a potential GBM therapeutic target.""",https://pubmed.ncbi.nlm.nih.gov/36949068
"""Cancer stem cell contribution to glioblastoma invasiveness.""","""Glioblastoma (GBM) is the most aggressive and lethal brain tumor in adults. Its invasive nature currently represents the most challenging hurdle to surgical resection. The mechanism adopted by GBM cells to carry out their invasive strategy is an intricate program that recalls what takes place in embryonic cells during development and in carcinoma cells during metastasis formation, the so-called epithelial-to-mesenchymal transition. GBM cells undergo a series of molecular and conformational changes shifting the tumor toward mesenchymal traits, including extracellular matrix remodeling, cytoskeletal re-patterning, and stem-like trait acquisition. A deeper understanding of the mechanisms driving the whole infiltrative process represents the first step toward successful treatment of this pathology. Here, we review recent findings demonstrating the invasive nature of GBM cancer stem cells, together with novel candidate molecules associated with both cancer stem cell biology and GBM invasion, like doublecortin and microRNAs. These findings may affect the design of effective therapies currently not considered for GBM invasive progression.""",https://pubmed.ncbi.nlm.nih.gov/23510696
"""RNA-Binding Motif Protein RBM47 Promotes Invasiveness of Glioblastoma Through Activation of Epithelial-to-Mesenchymal Transition Program.""","""Background: RNA-binding motif proteins (RBMs) have been widely implicated in the tumorigenesis of multiple human cancers but rarely investigated in glioblastoma (GBM). Methods: The expression level of RBM47 and its correlation with prognosis of GBM were examined using bioinformatics, quantitative reverse transcription PCR, and Western blot analysis. The colony formation assay and Cell Counting Kit-8 assay were used to determine the biological role of RBM47 in GBM. To measure invasiveness we used the wound healing assay and transwell assay. The regulatory relationship between RBM47 and the epithelial-to-mesenchymal transition (EMT) was examined by Western blot analysis and bioinformatic analysis. Results: Through integrative analysis of clinical proteomic and genomic tumor datasets, we found that RBM47 is significantly upregulated in GBM mesenchymal subtype, and its high expression is correlated with poor prognosis. In in vitro biological experiments, we observed a significant inhibitory effect of RBM47 knockdown on colony formation and cell growth using GBM cell lines. Conversely, overexpression of RBM47 restored and accelerated these processes. Moreover, in vitro, wound healing assays demonstrated the role of RBM46 in promoting and cell migration and invasion. Mechanistically, RBM47 enhances invasive capacity through the activation of the EMT program. In RBM47-knockdown cells, the expression levels of Vimentin and CD44 were suppressed, and the level of E-cadherin was increased. Conclusions: Taken together our results demonstrate the tumor promoting characteristics of RBM46 and suggest that it could be used both as a therapeutic target and prognostically.""",https://pubmed.ncbi.nlm.nih.gov/38156907
"""Presenilin1 inhibits glioblastoma cell invasiveness via promoting Sortilin cleavage.""","""Background: Alzheimer's disease (AD) and glioblastoma are the most common and devastating diseases in the neurology and neurosurgery departments, respectively. Our previous research reports that the AD-related protein Presenilin1 represses cell proliferation by inhibiting the Wnt/β-catenin pathway in glioblastoma. However, the function of Presenilin1 and the underlying mechanism need to be further investigated. Methods: The correlations of two genes were conducted on the R2 microarray platform and CGGA. Wound healing, Transwell assays and glioblastoma transplantation were performed to detect invasion ability. Phalloidin staining was employed to show cell morphology. Proximity ligation assays and protein docking assays were employed to detect two protein locations. We also employed western blotting to detect protein expression. Results: We found that Presenilin1 clearly repressed the migration, invasion and mesenchymal transition of glioblastoma cells. Intriguingly, we observed that the expression of Presenilin1 was positively correlated with Sortilin, which is identified as a pro-invasion molecule in glioma. Furthermore, Presenilin1 interacted with Sortilin at the transmembrane domain and repressed Sortilin expression by cleaving it in glioblastoma cells. First, we found that Sortilin introduced the function of Presenilin1 in phosphorylating β-catenin and repressing invasion in glioblastoma cells. Last, Presenilin1 stimulation sharply suppressed the invasion and mesenchymal transition of glioblastoma in mouse subcutaneous and intracranial transplantation models. Conclusions: Our study reveals that Sortilin mediates the regulation of β-catenin by Presenilin1 and transduces the anti-invasive function of Presenilin1, which may provide novel therapeutic targets for glioblastoma treatment. Video Abstract.""",https://pubmed.ncbi.nlm.nih.gov/34781973
"""Models for evaluating glioblastoma invasion along white matter tracts.""","""White matter tracts (WMs) are one of the main invasion paths of glioblastoma multiforme (GBM). The lack of ideal research models hinders our understanding of the details and mechanisms of GBM invasion along WMs. To date, many potential in vitro models have been reported; nerve fiber culture models and nanomaterial models are biocompatible, and the former have electrically active neurons. Brain slice culture models, organoid models, and microfluidic chip models can simulate the real brain and tumor microenvironment (TME), which contains a variety of cell types. These models are closer to the real in vivo environment and are helpful for further studying not only invasion along WMs by GBM, but also perineural invasion and brain metastasis by solid tumors.""",https://pubmed.ncbi.nlm.nih.gov/37806896
"""Mechanisms of invasion in glioblastoma.""","""Purpose of review: This review provides an overview of recent updates in understanding the mechanisms by which glioblastoma cells interact with their cellular and molecular partners within the microenvironment. Recent findings: We have now a better knowledge of the cell populations involved in Glioblastoma (GBM) invasion. Recent works discovered the role of new molecular players in GBM invasion, and, most importantly, better models are emerging which better recapitulate GBM invasion. Summary: Invasive properties of glioblastoma make complete surgical resection impossible and highly invasive cells are responsible for tumor recurrence. In this review, we focus on recent updates describing how invasive cells progress in the surrounding tissue along brain structures. We also provide an overview of the current knowledge on key cells and molecular players within the microenvironment that contribute to the invasive process. VIDEO ABSTRACT.""",https://pubmed.ncbi.nlm.nih.gov/32852310
"""Single-cell RNA sequencing identifies critical transcription factors of tumor cell invasion induced by hypoxia microenvironment in glioblastoma.""","""Rationale: Glioblastoma (GBM) is an aggressive malignant primary brain cancer with poor survival. Hypoxia is a hallmark of GBM, which promotes tumor cells spreading (invasion) into the healthy brain tissue. Methods: To better elucidate the influence of hypoxia on GBM invasion, we proposed a data-driven modeling framework for predicting cellular hypoxia (CHPF) by integrating single cell transcriptome profiling and hypoxia gene signatures. Results: We characterized the hypoxia status landscape of GBM cells and observed that hypoxic cells were only present in the tumor core. Then, by investigating the cell-cell communication between immune cells and tumor cells, we discovered significant interaction between macrophages and tumor cells in hypoxic microenvironment. Notably, we dissected the functional heterogeneity of tumor cells and identified a hypoxic subpopulation that had highly invasive potential. By constructing cell status specific gene regulatory networks, we further identified 14 critical regulators of tumor invasion induced by hypoxic microenvironment. Finally, we confirmed that knocking down two critical regulators CEBPD and FOSL1 could reduce the invasive ability of GBM under hypoxic conditions. Additionally, we revealed the therapeutic effect of Axitinib and Entinostat through the mice model. Conclusion: Our work revealed the critical regulators in hypoxic subpopulation with high invasive potential in GBM, which may have practical implications for clinical targeted-hypoxia cancer drug therapy.""",https://pubmed.ncbi.nlm.nih.gov/37441593
"""New insights into the role of thrombospondin-1 in glioblastoma development.""","""Glioblastoma (GB), the most malignant subtype of diffuse glioma, is highly aggressive, invasive and vascularized. Its median survival is still short even with maximum standard care. There is a need to identify potential new molecules and mechanisms, that are involved in the interactions of GB cells with the tumor microenvironment (TME), for therapeutic intervention. Thrombospondin-1 (TSP1) is a multi-faceted matricellular protein which plays a significant role in development, physiology and pathology including cancer. Recent studies have pinpoint an important role of TSP1 in GB development which will be summarized and discussed herein. We will discuss studies, mainly from preclinical research, which should lead to a deeper understanding of TSP1's role in GB development. We will also discuss some issues with regard to the use of this knowledge for the clinic.""",https://pubmed.ncbi.nlm.nih.gov/37690904
"""Tumor Cell Invasion in Glioblastoma.""","""Glioblastoma (GBM) is a particularly devastating tumor with a median survival of about 16 months. Recent research has revealed novel insights into the outstanding heterogeneity of this type of brain cancer. However, all GBM subtypes share the hallmark feature of aggressive invasion into the surrounding tissue. Invasive glioblastoma cells escape surgery and focal therapies and thus represent a major obstacle for curative therapy. This review aims to provide a comprehensive understanding of glioma invasion mechanisms with respect to tumor-cell-intrinsic properties as well as cues provided by the microenvironment. We discuss genetic programs that may influence the dissemination and plasticity of GBM cells as well as their different invasion patterns. We also review how tumor cells shape their microenvironment and how, vice versa, components of the extracellular matrix and factors from non-neoplastic cells influence tumor cell motility. We further discuss different research platforms for modeling invasion. Finally, we highlight the importance of accounting for the complex interplay between tumor cell invasion and treatment resistance in glioblastoma when considering new therapeutic approaches.""",https://pubmed.ncbi.nlm.nih.gov/32178267
"""The role of proteolysis in tumor invasiveness in glioblastoma and metastatic brain tumors.""","""Local invasive infiltration and growth are key features in glioblastoma, which are accompanied by remodeling of the vasculature and the destruction of the surrounding normal brain tissues. The local and regional spread of glioblastoma is often associated with poor prognosis. The invasive character of glioblastoma appears to depend partly on the proteolytic destruction of the extracellular matrix components. In this article, we review the role of proteolytic enzymes, urokinase-type plasminogen activator and matrix-metalloproteases, for diffuse infiltrative growth of glioblastoma. An understanding of the mechanisms of increased expression of these molecules in glioblastoma might provide an insight into the regulatory pathway of cellular invasion and for a new therapeutic strategy for glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/12553067
"""An Experimenter's Guide to Glioblastoma Invasion Pathways.""","""Glioblastoma is a highly aggressive brain tumor that is characterized by its unparalleled invasiveness. Invasive glioblastoma cells not only escape surgery and focal therapies but also are more resistant to current radio- and chemo-therapeutic approaches. Thus, any curative therapy for this deadly disease likely should include treatment strategies that interfere with glioblastoma invasiveness. Understanding glioblastoma invasion mechanisms is therefore critical. We discuss the strengths and weaknesses of various glioblastoma invasion models and conclude that robust experimental evidence has been obtained for a pro-invasive role of Ephrin receptors, Rho GTPases, and casein kinase 2 (CK2). Extensive interplay occurs between these proteins, suggesting the existence of a glioblastoma invasion signaling network that comprises several targets for therapy.""",https://pubmed.ncbi.nlm.nih.gov/30072121
"""Fibrinogen in the glioblastoma microenvironment contributes to the invasiveness of brain tumor-initiating cells.""","""Glioblastomas (GBMs) are highly aggressive, recurrent, and lethal brain tumors that are maintained via brain tumor-initiating cells (BTICs). The aggressiveness of BTICs may be dependent on the extracellular matrix (ECM) molecules that are highly enriched within the GBM microenvironment. Here, we investigated the expression of ECM molecules in GBM patients by mining the transcriptomic databases and also staining human GBM specimens. RNA levels for fibronectin, brevican, versican, heparan sulfate proteoglycan 2 (HSPG2), and several laminins were high in GBMs compared to normal brain, and this was corroborated by immunohistochemistry. While fibrinogen transcript was at normal level in GBM, its protein immunoreactivity was prominent within GBM tissues. These ECM molecules in tumor specimens were in proximity to, and surrounding BTICs. In culture, fibronectin and pan-laminin induced the adhesion of BTICs onto the plastic substratum. However, fibrinogen increased the size of the BTIC spheres by facilitating the adhesive property, motility, and invasiveness of BTICs. These features of elevated invasiveness were corroborated in resected GBM specimens by the close proximity of fibrinogen with matrix metalloproteinase (MMP)-2 and-9, which are proteases implicated in metastasis. Moreover, the effect of fibrinogen-induced invasiveness was attenuated in BTICs where MMP-2 and -9 have been inhibited with siRNAs or pharmacological inhibitors. Our results implicate fibrinogen in GBM as a mediator of the invasive properties of BTICs, and as a target for therapy to reduce BTIC tumorigenecity.""",https://pubmed.ncbi.nlm.nih.gov/33694259
"""Radiosensitization with Gadolinium Chelate-Coated Gold Nanoparticles Prevents Aggressiveness and Invasiveness in Glioblastoma.""","""Purpose: This study aimed to evaluate the radiosensitizing potential of Au@DTDTPA(Gd) nanoparticles when combined with conventional external X-ray irradiation (RT) to treat GBM. Methods: Complementary biological models based on U87 spheroids including conventional 3D invasion assay, organotypic brain slice cultures, chronic cranial window model were implemented to investigate the impact of RT treatments (10 Gy single dose; 5×2 Gy or 2×5 Gy) combined with Au@DTDTPA(Gd) nanoparticles on tumor progression. The main tumor mass and its infiltrative area were analyzed. This work focused on the invading cancer cells after irradiation and their viability, aggressiveness, and recurrence potential were assessed using mitotic catastrophe quantification, MMP secretion analysis and neurosphere assays, respectively. Results: In vitro clonogenic assays showed that Au@DTDTPA(Gd) nanoparticles exerted a radiosensitizing effect on U87 cells, and in vivo experiments suggested a benefit of the combined treatment 'RT 2×5 Gy + Au@DTDTPA(Gd)' compared to RT alone. Invasion assays revealed that invasion distance tended to increase after irradiation alone, while the combined treatments were able to significantly reduce tumor invasion. Monitoring of U87-GFP tumor progression using organotypic cultures or intracerebral grafts confirmed the anti-invasive effect of Au@DTDTPA(Gd) on irradiated spheroids. Most importantly, the combination of Au@DTDTPA(Gd) with irradiation drastically reduced the number, the viability and the aggressiveness of tumor cells able to escape from U87 spheroids. Notably, the combined treatments significantly reduced the proportion of escaped cells with stem-like features that could cause recurrence. Conclusion: Combining Au@DTDTPA(Gd) nanoparticles and X-ray radiotherapy appears as an attractive therapeutic strategy to decrease number, viability and aggressiveness of tumor cells that escape and can invade the surrounding brain parenchyma. Hence, Au@DTDTPA(Gd)-enhanced radiotherapy opens up interesting perspectives for glioblastoma treatment.""",https://pubmed.ncbi.nlm.nih.gov/36660336
"""Mesenchymal Stem-Like Cells Derived from the Ventricle More Effectively Enhance Invasiveness of Glioblastoma Than Those Derived from the Tumor.""","""Purpose: Glioblastoma (GBM) is one of the most lethal human tumors with a highly infiltrative phenotype. Our previous studies showed that GBM originates in the subventricular zone, and that tumor-derived mesenchymal stem-like cells (tMSLCs) promote the invasiveness of GBM tumorspheres (TSs). Here, we extend these studies in terms of ventricles using several types of GBM patient-derived cells. Materials and methods: The invasiveness of GBM TSs and ventricle spheres (VSs) were quantified via collagen-based 3D invasion assays. Gene expression profiles were obtained from microarray data. A mouse orthotopic xenograft model was used for in vivo experiments. Results: After molecular and functional characterization of ventricle-derived mesenchymal stem-like cells (vMSLCs), we investigated the effects of these cells on the invasiveness of GBM TSs. We found that vMSLC-conditioned media (CM) significantly accelerated the invasiveness of GBM TSs and VSs, compared to the control and even tMSLC-CM. Transcriptome analyses revealed that vMSLC secreted significantly higher levels of several invasiveness-associated cytokines. Moreover, differentially expressed genes between vMSLCs and tMSLCs were enriched for migration, adhesion, and chemotaxis-related gene sets, providing a mechanistic basis for vMSLC-induced invasion of GBM TSs. In vivo experiments using a mouse orthotopic xenograft model confirmed vMSLC-induced increases in the invasiveness of GBM TSs. Conclusion: Although vMSLCs are non-tumorigenic, this study adds to our understanding of how GBM cells acquire infiltrative features by vMSLCs, which are present in the region where GBM genesis originates.""",https://pubmed.ncbi.nlm.nih.gov/36825341
"""Glioblastoma invasion patterns from a clinical perspective-a systematic review.""","""Glioblastoma (GBM) is the most common and aggressive primary brain tumor. Despite advances in treatment, mechanisms underlying GBM invasion remain incompletely understood. This systematic review synthesizes findings from laboratory and clinical studies to elucidate the molecular mechanisms driving GBM invasion and their implications for prognosis and therapy. This review adhered to PRISMA guidelines, conducting a comprehensive search of PubMed/Medline for studies published up to October 16, 2023. Inclusion criteria focused on studies investigating molecular mechanisms of GBM invasiveness with reported clinical outcomes (overall survival (OS) and progression-free survival (PFS). Exclusion criteria included systematic reviews, case reports, small case series, and studies limited to preclinical data. Risk of bias was assessed using the ROBINS-I tool. From 831 records, 21 studies (2198 patients) met the criteria. Key GBM invasion mechanisms included ECM degradation, vascular invasion, EMT, apoptotic regulation, cytoskeletal organization, and RNA sequencing. Vascular mechanisms were most studied. Bevacizumab resistance linked to poorer outcomes. EMT markers like TWIST and ECM degradation via MMPs such as CD147 correlated with decreased survival. Cytoskeletal and RNA studies highlighted the prognostic significance of tumor subtypes and microenvironmental interactions. This systematic review elucidates the molecular mechanisms underlying GBM invasiveness and their clinical implications. Integrating molecular profiling into routine clinical assessment may enhance prognostic accuracy and therapeutic efficacy, paving the way for personalized treatment strategies.""",https://pubmed.ncbi.nlm.nih.gov/39570467
"""The Glycoprotein M6a Is Associated with Invasiveness and Radioresistance of Glioblastoma Stem Cells.""","""Systematic recurrence of glioblastoma (GB) despite surgery and chemo-radiotherapy is due to GB stem cells (GBSC), which are particularly invasive and radioresistant. Therefore, there is a need to identify new factors that might be targeted to decrease GBSC invasive capabilities as well as radioresistance. Patient-derived GBSC were used in this study to demonstrate a higher expression of the glycoprotein M6a (GPM6A) in invasive GBSC compared to non-invasive cells. In 3D invasion assays performed on primary neurospheres of GBSC, we showed that blocking GPM6A expression by siRNA significantly reduced cell invasion. We also demonstrated a high correlation of GPM6A with the oncogenic protein tyrosine phosphatase, PTPRZ1, which regulates GPM6A expression and cell invasion. The results of our study also show that GPM6A and PTPRZ1 are crucial for GBSC sphere formation. Finally, we demonstrated that targeting GPM6A or PTPRZ1 in GBSC increases the radiosensitivity of GBSC. Our results suggest that blocking GPM6A or PTPRZ1 could represent an interesting approach in the treatment of glioblastoma since it would simultaneously target proliferation, invasion, and radioresistance.""",https://pubmed.ncbi.nlm.nih.gov/35883571
